FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160818;0000;33,3268;;;
160819;0000;35,4601;;;
160820;0000;22,8307;;;
160821;0000;12,6847;;;
160822;0000;17,8154;;;
160823;0000;37,4212;;;
160824;0000;25,3054;;;
160825;0000;27,6158;;;
160826;0000;24,5748;;;
160827;0000;50,3483;;;
160828;0000;86,6672;;;
160829;0000;31,44;;;
160830;0000;47,8862;;;
160831;0000;12,869;;;
160901;0000;21,9085;;;
160902;0000;36,0803;;;
160903;0000;22,1599;;;
160904;0000;68,2682;;;
160905;0000;;;;
160906;0000;;;;
160907;0000;94,0708;;;
160908;0000;40,9562;;;
160909;0000;27,7874;;;
160910;0000;16,4504;;;
160911;0000;13,7575;;;
160912;0000;12,284;;;
160913;0000;9,17778;;;
160914;0000;19,6905;;;
160915;0000;28,3533;;;
160916;0000;26,0129;;;
160917;0000;15,7002;;;
160918;0000;14,7087;;;
160919;0000;18,6642;;;
160920;0000;9,74342;;;
160921;0000;9,54529;;;
160922;0000;6,12729;;;
160923;0000;18,6225;;;
160924;0000;17,6129;;;
160925;0000;31,1067;;;
160926;0000;21,1913;;;
160927;0000;14,0705;;;
160928;0000;12,7347;;;
160929;0000;9,616;;;
160930;0000;6,48021;;;
161001;0000;11,8859;;;
161002;0000;12,1712;;;
161003;0000;;;;
161004;0000;5,93839;;;
161005;0000;5,44441;;;
161006;0000;5,78562;;;
161007;0000;12,295;;;
161008;0000;14,6109;;;
161009;0000;9,6022;;;
161010;0000;9,9863;;;
161011;0000;14,723;;;
161012;0000;11,3898;;;
161013;0000;9,29021;;;
161014;0000;19,9787;;;
161015;0000;8,63029;;;
161016;0000;15,6712;;;
161017;0000;14,6489;;;
161018;0000;23,1488;;;
161019;0000;13,4838;;;
161020;0000;11,128;;;
161021;0000;10,6745;;;
161022;0000;13,8086;;;
161023;0000;12,9436;;;
161024;0000;9,42421;;;
161025;0000;6,38771;;;
161026;0000;5,42158;;;
161027;0000;7,62137;;;
161028;0000;10,745;;;
161029;0000;8,06168;;;
161030;0000;4,33829;;;
161031;0000;6,06092;;;
161101;0000;7,012;;;
161102;0000;4,54042;;;
161103;0000;5,07743;;;
161104;0000;3,73067;;;
161105;0000;5,24883;;;
161106;0000;3,07704;;;
161107;0000;5,19496;;;
161108;0000;4,7245;;;
161109;0000;3,8595;;;
161110;0000;3,49046;;;
161111;0000;5,61633;;;
161112;0000;7,68642;;;
161113;0000;6,26854;;;
161114;0000;5,02262;;;
161115;0000;3,35912;;;
161116;0000;4,24379;;;
161117;0000;4,69704;;;
161118;0000;8,13229;;;
161119;0000;9,49529;;;
161120;0000;7,42337;;;
161121;0000;9,04129;;;
161122;0000;7,47933;;;
161123;0000;9,79346;;;
161124;0000;10,2001;;;
161125;0000;8,83183;;;
161126;0000;4,27404;;;
161127;0000;3,60479;;;
161128;0000;3,95196;;;
161129;0000;6,75379;;;
161130;0000;12,0931;;;
161201;0000;12,277;;;
161202;0000;7,15204;;;
161203;0000;10,4895;;;
161204;0000;5,63454;;;
161205;0000;4,81013;;;
161206;0000;3,20154;;;
161207;0000;3,88662;;;
161208;0000;5,507;;;
161209;0000;7,06996;;;
161210;0000;5,5507;;;
161211;0000;3,33146;;;
161212;0000;;;2,57735;
161213;0000;;;1,19229;
161214;0000;;;1,192;
161215;0000;;;50,926;
161216;0000;14,1692;;;
161217;0000;8,26317;;;
161218;0000;2,21896;;;
161219;0000;3,76173;;;
161220;0000;4,74154;;;
161221;0000;2,51971;;;
161222;0000;3,20521;;;
161223;0000;3,66129;;;
161224;0000;5,05088;;;
161225;0000;4,04488;;;
161226;0000;4,21417;;;
161227;0000;3,41896;;;
161228;0000;5,22831;;;
161229;0000;9,51067;;;
161230;0000;6,73904;;;
161231;0000;10,8296;;;
170101;0000;6,48742;;;
170102;0000;6,3596;;;
170103;0000;5,76088;;;
170104;0000;4,82604;;;
170105;0000;6,22346;;;
170106;0000;7,33821;;;
170107;0000;6,74225;;;
170108;0000;5,5215;;;
170109;0000;5,39568;;;
170110;0000;6,12737;;;
170111;0000;7,25546;;;
170112;0000;8,31754;;;
170113;0000;6,21646;;;
170114;0000;5,71484;;;
170115;0000;7,30138;;;
170116;0000;6,42329;;;
170117;0000;5,68525;;;
170118;0000;7,05425;;;
170119;0000;7,01204;;;
170120;0000;7,24329;;;
170121;0000;13,1808;;;
170122;0000;27,4217;;;
170123;0000;35,8371;;;
170124;0000;5,67675;;;
170125;0000;6,17408;;;
170126;0000;163,816;;;
170127;0000;739,35;;;
170128;0000;126,734;;;
170129;0000;38,6776;;;
170130;0000;7,70708;;;
170131;0000;9,92137;;;
170201;0000;23,8136;;;
170202;0000;30,1633;;;
170203;0000;6,3085;;;
170204;0000;5,63308;;;
170205;0000;4,18142;;;
170206;0000;5,39337;;;
170207;0000;6,08937;;;
170208;0000;6,486;;;
170209;0000;3,61274;;;
170210;0000;6,64225;;;
170211;0000;4,72633;;;
170212;0000;3,71983;;;
170213;0000;7,15329;;;
170214;0000;13,3133;;;
170215;0000;11,0408;;;
170216;0000;5,62033;;;
170217;0000;4,10204;;;
170218;0000;3,95858;;;
170219;0000;3,54929;;;
170220;0000;2,43392;;;
170221;0000;1,937;;;
170222;0000;2,48612;;;
170223;0000;10,4986;;;
170224;0000;5,11542;;;
170225;0000;6,14521;;;
170226;0000;7,32413;;;
170227;0000;5,91821;;;
170228;0000;4,81104;;;
170301;0000;4,59016;;;
170302;0000;4,4405;;;
170303;0000;2,7035;;;
170304;0000;3,141;;;
170305;0000;2,47825;;;
170306;0000;3,23875;;;
170307;0000;12,6031;;;
170308;0000;9,42392;;;
170309;0000;6,61859;;;
170310;0000;4,93925;;;
170311;0000;5,87579;;;
170312;0000;2,4125;;;
170313;0000;5,59162;;;
170314;0000;9,3105;;;
170315;0000;20,4377;;;
170316;0000;19,7565;;;
170317;0000;24,8271;;;
170318;0000;27,2546;;;
170319;0000;22,3775;;;
170320;0000;7,3455;;;
170321;0000;11,881;;;
170322;0000;21,8096;;;
170323;0000;16,3996;;;
170324;0000;10,0485;;;
170325;0000;12,7726;;;
170326;0000;8,79938;;;
170327;0000;9,36662;;;
170328;0000;11,6655;;;
170329;0000;11,0126;;;
170330;0000;8,20308;;;
170331;0000;16,4916;;;
170401;0000;27,5893;;;
170402;0000;10,6167;;;
170403;0000;7,63638;;;
170404;0000;11,1365;;;
170405;0000;13,1703;;;
170406;0000;11,2967;;;
170407;0000;5,3653;;;
170408;0000;10,2469;;;
170409;0000;10,7025;;;
170410;0000;14,1643;;;
170411;0000;15,2701;;;
170412;0000;37,7204;;;
170413;0000;17,9958;;;
170414;0000;35,765;;;
170415;0000;18,7908;;;
170416;0000;16,1783;;;
170417;0000;20,125;;;
170418;0000;22,1938;;;
170419;0000;17,4847;;;
170420;0000;7,98954;;;
170421;0000;9,93304;;;
170422;0000;12,4554;;;
170423;0000;25,6155;;;
170424;0000;41,88;;;
170425;0000;39,1519;;;
170426;0000;21,5391;;;
170427;0000;17,7419;;;
170428;0000;18,5077;;;
170429;0000;13,4561;;;
170430;0000;37,6995;;;
170501;0000;30;;;
170502;0000;79;;;
170503;0000;27;;;
170504;0000;88;;;
170505;0000;51;;;
170506;0000;18;;;
170507;0000;23;;;
170508;0000;17;;;
170509;0000;80;;;
170510;0000;50;;;
170511;0000;11;;;
170512;0000;59;;;
170513;0000;20;;;
170514;0000;68;;;
170515;0000;62;;;
170516;0000;57;;;
170517;0000;25;;;
170518;0000;129;;;
170519;0000;164;;;
170520;0000;184;;;
170521;0000;76;;;
170522;0000;60;;;
170523;0000;73;;;
170524;0000;99;;;
170525;0000;129;;;
170526;0000;82;;;
170527;0000;214;;;
170528;0000;233;;;
170529;0000;119;;;
170530;0000;97;;;
170531;0000;85;;;
170601;0000;60;;;
170602;0000;49;;;
170603;0000;34;;;
170604;0000;50;;;
170605;0000;56;;;
170606;0000;181;;;
170607;0000;109;;;
170608;0000;90;;;
170609;0000;51;;;
170610;0000;17;;;
170611;0000;29;;;
170612;0000;132;;;
170613;0000;75;;;
170614;0000;47;;;
170615;0000;20;;;
170616;0000;10;;;
170617;0000;40;;;
170618;0000;48;;;
170619;0000;79;;;
170620;0000;116;;;
170621;0000;23;;;
170622;0000;28;;;
170623;0000;33;;;
170624;0000;37;;;
170625;0000;12;;;
170626;0000;53;;;
170627;0000;29;;;
170628;0000;63;;;
170629;0000;45;;;
170630;0000;53;;;
170701;0000;57;;;
170702;0000;51;;;
170703;0000;26;;;
170704;0000;31;;;
170705;0000;84;;;
170706;0000;115;;;
170707;0000;117;;;
170708;0000;59;;;
170709;0000;20;;;
170710;0000;34;;;
170711;0000;189;;;
170712;0000;51;;;
170713;0000;27;;;
170714;0000;19;;;
170715;0000;98;;;
170716;0000;43;;;
170717;0000;38;;;
170718;0000;52;;;
170719;0000;50;;;
170720;0000;118;;;
170721;0000;94;;;
170722;0000;37;;;
170723;0000;69;;;
170724;0000;67;;;
170725;0000;119;;;
170726;0000;134;;;
170727;0000;103;;;
170728;0000;54;;;
170729;0000;71;;;
170730;0000;101;;;
170731;0000;100;;;
170801;0000;102;;;
170802;0000;59;;;
170803;0000;90;;;
170804;0000;101;;;
170805;0000;36;;;
170806;0000;88;;;
170807;0000;39;;;
170808;0000;25;;;
170809;0000;21;;;
170810;0000;17;;;
170811;0000;77;;;
170812;0000;45;;;
170813;0000;15;;;
170814;0000;35;;;
170815;0000;46;;;
170816;0000;90;;;
170817;0000;73;;;
170818;0000;37;;;
170819;0000;49;;;
170820;0000;64;;;
170821;0000;93;;;
170822;0000;28;;;
170823;0000;15;;;
170824;0000;31;;;
170825;0000;46;;;
170826;0000;25;;;
170827;0000;31;;;
170828;0000;75;;;
170829;0000;77;;;
170830;0000;;;;
170831;0000;58;;;
170901;0000;57;;;
170902;0000;98;;;
170903;0000;61;;;
170904;0000;31;;;
170905;0000;67;;;
170906;0000;39;;;
170907;0000;27;;;
170908;0000;22;;;
170909;0000;58;;;
170910;0000;86;;;
170911;0000;29;;;
170912;0000;64;;;
170913;0000;40;;;
170914;0000;10;;;
170915;0000;11;;;
170916;0000;26;;;
170917;0000;31;;;
170918;0000;19;;;
170919;0000;18;;;
170920;0000;11;;;
170921;0000;10;;;
170922;0000;10;;;
170923;0000;16;;;
170924;0000;18;;;
170925;0000;11;;;
170926;0000;13;;;
170927;0000;23;;;
170928;0000;26;;;
170929;0000;20;;;
170930;0000;16;;;
171001;0000;46;;;
171002;0000;55;;;
171003;0000;13;;;
171004;0000;16;;;
171005;0000;14;;;
171006;0000;14;;;
171007;0000;18;;;
171008;0000;12;;;
171009;0000;9;;;
171010;0000;15;;;
171011;0000;25;;;
171012;0000;22;;;
171013;0000;9;;;
171014;0000;8;;;
171015;0000;10;;;
171016;0000;9;;;
171017;0000;7;;;
171018;0000;6;;;
171019;0000;10;;;
171020;0000;6;;;
171021;0000;7;;;
171022;0000;10;;;
171023;0000;5;;;
171024;0000;5;;;
171025;0000;7;;;
171026;0000;8;;;
171027;0000;7;;;
171028;0000;10;;;
171029;0000;16;;;
171030;0000;10;;;
171031;0000;17;;;
171101;0000;11;;;
171102;0000;9;;;
171103;0000;10;;;
171104;0000;14;;;
171105;0000;10;;;
171106;0000;9;;;
171107;0000;9;;;
171108;0000;9;;;
171109;0000;10;;;
171110;0000;7;;;
171111;0000;8;;;
171112;0000;7;;;
171113;0000;9;;;
171114;0000;6;;;
171115;0000;5;;;
171116;0000;6;;;
171117;0000;6;;;
171118;0000;6;;;
171119;0000;5;;;
171120;0000;7;;;
171121;0000;7;;;
171122;0000;7;;;
171123;0000;7;;;
171124;0000;9;;;
171125;0000;8;;;
171126;0000;6;;;
171127;0000;10;;;
171128;0000;11;;;
171129;0000;12;;;
171130;0000;8;;;
171201;0000;10;;;
171202;0000;15;;;
171203;0000;11;;;
171204;0000;11;;;
171205;0000;12;;;
171206;0000;15;;;
171207;0000;11;;;
171208;0000;12;;;
171209;0000;6;;;
171210;0000;7;;;
171211;0000;10;;;
171212;0000;5;;;
171213;0000;6;;;
171214;0000;6;;;
171215;0000;6;;;
171216;0000;6;;;
171217;0000;5;;;
171218;0000;7;;;
171219;0000;;;5;
171220;0000;;;2;
171221;0000;;;2;
171222;0000;;;4;
171223;0000;6;;;
171224;0000;5;;;
171225;0000;4;;;
171226;0000;4;;;
171227;0000;5;;;
171228;0000;6;;;
171229;0000;6;;;
171230;0000;8;;;
171231;0000;12;;;
180101;0000;6;;;
180102;0000;5;;;
180103;0000;4;;;
180104;0000;4;;;
180105;0000;6;;;
180106;0000;3;;;
180107;0000;3;;;
180108;0000;7;;;
180109;0000;9;;;
180110;0000;8;;;
180111;0000;10;;;
180112;0000;6;;;
180113;0000;9;;;
180114;0000;9;;;
180115;0000;8;;;
180116;0000;10;;;
180117;0000;8;;;
180118;0000;9;;;
180119;0000;8;;;
180120;0000;13;;;
180121;0000;9;;;
180122;0000;11;;;
180123;0000;9;;;
180124;0000;12;;;
180125;0000;10;;;
180126;0000;10;;;
180127;0000;6;;;
180128;0000;7;;;
180129;0000;10;;;
180130;0000;7;;;
180131;0000;17;;;
180201;0000;33;;;
180202;0000;20;;;
180203;0000;15;;;
180204;0000;11;;;
180205;0000;8;;;
180206;0000;7;;;
180207;0000;6;;;
180208;0000;5;;;
180209;0000;5;;;
180210;0000;5;;;
180211;0000;6;;;
180212;0000;10;;;
180213;0000;8;;;
180214;0000;16;;;
180215;0000;21;;;
180216;0000;18;;;
180217;0000;10;;;
180218;0000;11;;;
180219;0000;13;;;
180220;0000;14;;;
180221;0000;14;;;
180222;0000;8;;;
180223;0000;5;;;
180224;0000;8;;;
180225;0000;10;;;
180226;0000;6;;;
180227;0000;9;;;
180228;0000;9;;;
180301;0000;8;;;
180302;0000;12;;;
180303;0000;10;;;
180304;0000;8;;;
180305;0000;13;;;
180306;0000;22;;;
180307;0000;16;;;
180308;0000;12;;;
180309;0000;10;;;
180310;0000;5;;;
180311;0000;5;;;
180312;0000;6;;;
180313;0000;6;;;
180314;0000;10;;;
180315;0000;8;;;
180316;0000;9;;;
180317;0000;5;;;
180318;0000;7;;;
180319;0000;9;;;
180320;0000;12;;;
180321;0000;42;;;
180322;0000;7;;;
180323;0000;6;;;
180324;0000;6;;;
180325;0000;6;;;
180326;0000;8;;;
180327;0000;15;;;
180328;0000;15;;;
180329;0000;16;;;
180330;0000;13;;;
180331;0000;6;;;
180401;0000;16;;;
180402;0000;17;;;
180403;0000;32;;;
180404;0000;34;;;
180405;0000;7;;;
180406;0000;35;;;
180407;0000;35;;;
180408;0000;13;;;
180409;0000;14;;;
180410;0000;6;;;
180411;0000;28;;;
180412;0000;19;;;
180413;0000;42;;;
180414;0000;63;;;
180415;0000;25;;;
180416;0000;15;;;
180417;0000;13;;;
180418;0000;17;;;
180419;0000;29;;;
180420;0000;51;;;
180421;0000;54;;;
180422;0000;28;;;
180423;0000;14;;;
180424;0000;53;;;
180425;0000;123;;;
180426;0000;45;;;
180427;0000;16;;;
180428;0000;80;;;
180429;0000;58;;;
180430;0000;39;;;
180501;0000;40;;;
180502;0000;27;;;
180503;0000;29;;;
180504;0000;47;;;
180505;0000;68;;;
180506;0000;33;;;
180507;0000;81;;;
180508;0000;42;;;
180509;0000;53;;;
180510;0000;99;;;
180511;0000;49;;;
180512;0000;59;;;
180513;0000;39;;;
180514;0000;31;;;
180515;0000;55;;;
180516;0000;74;;;
180517;0000;;;;
180518;0000;45;;;
180519;0000;61;;;
180520;0000;69;;;
180521;0000;24;;;
180522;0000;55;;;
180523;0000;164;;;
180524;0000;236;;;
180525;0000;120;;;
180526;0000;70;;;
180527;0000;;;;
180528;0000;34;;;
180529;0000;81;;;
180530;0000;39;;;
180531;0000;23;;;
180601;0000;108;;;
180602;0000;212;;;
180603;0000;180;;;
180604;0000;232;;;
180605;0000;92;;;
180606;0000;34;;;
180607;0000;72;;;
180608;0000;50;;;
180609;0000;28;;;
180610;0000;33;;;
180611;0000;48;;;
180612;0000;74;;;
180613;0000;59;;;
180614;0000;215;;;
180615;0000;232;;;
180616;0000;110;;;
180617;0000;42;;;
180618;0000;40;;;
180619;0000;35;;;
180620;0000;118;;;
180621;0000;80;;;
180622;0000;89;;;
180623;0000;63;;;
180624;0000;89;;;
180625;0000;119;;;
180626;0000;30;;;
180627;0000;88;;;
180628;0000;44;;;
180629;0000;112;;;
180630;0000;64;;;
180701;0000;32;;;
180702;0000;65;;;
180703;0000;31;;;
180704;0000;12;;;
180705;0000;13;;;
180706;0000;23;;;
180707;0000;20;;;
180708;0000;49;;;
180709;0000;156;;;
180710;0000;117;;;
180711;0000;158;;;
180712;0000;127;;;
180713;0000;106;;;
180714;0000;70;;;
180715;0000;96;;;
180716;0000;35;;;
180717;0000;79;;;
180718;0000;98;;;
180719;0000;186;;;
180720;0000;129;;;
180721;0000;89;;;
180722;0000;34;;;
180723;0000;29;;;
180724;0000;195;;;
180725;0000;282;;;
180726;0000;161;;;
180727;0000;90;;;
180728;0000;180;;;
180729;0000;250;;;
180730;0000;95;;;
180731;0000;54;;;
180801;0000;109;;;
180802;0000;65;;;
180803;0000;74;;;
180804;0000;106;;;
180805;0000;69;;;
180806;0000;34;;;
180807;0000;57;;;
180808;0000;97;;;
180809;0000;187;;;
180810;0000;169;;;
180811;0000;95;;;
180812;0000;70;;;
180813;0000;45;;;
180814;0000;24;;;
180815;0000;120;;;
180816;0000;130;;;
180817;0000;114;;;
180818;0000;29;;;
180819;0000;23;;;
180820;0000;103;;;
180821;0000;102;;;
180822;0000;42;;;
180823;0000;23;;;
180824;0000;51;;;
180825;0000;15;;;
180826;0000;21;;;
180827;0000;109;;;
180828;0000;43;;;
180829;0000;44;;;
180830;0000;38;;;
180831;0000;58;;;
180901;0000;58;;;
180902;0000;40;;;
180903;0000;15;;;
180904;0000;37;;;
180905;0000;23;;;
180906;0000;17;;;
180907;0000;15;;;
180908;0000;17;;;
180909;0000;65;;;
180910;0000;36;;;
180911;0000;15;;;
180912;0000;9;;;
180913;0000;24;;;
180914;0000;20;;;
180915;0000;21;;;
180916;0000;19;;;
180917;0000;21;;;
180918;0000;17;;;
180919;0000;23;;;
180920;0000;20;;;
180921;0000;11;;;
180922;0000;9;;;
180923;0000;11;;;
180924;0000;10;;;
180925;0000;12;;;
180926;0000;18;;;
180927;0000;16;;;
180928;0000;11;;;
180929;0000;9;;;
180930;0000;16;;;
181001;0000;11;;;
181002;0000;9;;;
181003;0000;9;;;
181004;0000;21;;;
181005;0000;17;;;
181006;0000;28;;;
181007;0000;19;;;
181008;0000;16;;;
181009;0000;26;;;
181010;0000;9;;;
181011;0000;12;;;
181012;0000;22;;;
181013;0000;23;;;
181014;0000;10;;;
181015;0000;11;;;
181016;0000;8;;;
181017;0000;15;;;
181018;0000;9;;;
181019;0000;13;;;
181020;0000;8;;;
181021;0000;7;;;
181022;0000;7;;;
181023;0000;15;;;
181024;0000;12;;;
181025;0000;11;;;
181026;0000;10;;;
181027;0000;8;;;
181028;0000;9;;;
181029;0000;6;;;
181030;0000;6;;;
181031;0000;7;;;
181101;0000;14;;;
181102;0000;11;;;
181103;0000;9;;;
181104;0000;9;;;
181105;0000;6;;;
181106;0000;6;;;
181107;0000;10;;;
181108;0000;9;;;
181109;0000;7;;;
181110;0000;11;;;
181111;0000;10;;;
181112;0000;7;;;
181113;0000;9;;;
181114;0000;6;;;
181115;0000;4;;;
181116;0000;7;;;
181117;0000;3;;;
181118;0000;4;;;
181119;0000;4;;;
181120;0000;5;;;
181121;0000;4;;;
181122;0000;3;;;
181123;0000;5;;;
181124;0000;7;;;
181125;0000;5;;;
181126;0000;5;;;
181127;0000;5;;;
181128;0000;8;;;
181129;0000;7;;;
181130;0000;;;3;
181201;0000;;;1;
181202;0000;;;1;
181203;0000;;;4;
181204;0000;11;;;
181205;0000;10;;;
181206;0000;11;;;
181207;0000;11;;;
181208;0000;7;;;
181209;0000;6;;;
181210;0000;7;;;
181211;0000;5;;;
181212;0000;5;;;
181213;0000;3;;;
181214;0000;5;;;
181215;0000;5;;;
181216;0000;6;;;
181217;0000;4;;;
181218;0000;7;;;
181219;0000;6;;;
181220;0000;3;;;
181221;0000;7;;;
181222;0000;8;;;
181223;0000;6;;;
181224;0000;7;;;
181225;0000;4;;;
181226;0000;6;;;
181227;0000;6;;;
181228;0000;6;;;
181229;0000;5;;;
181230;0000;4;;;
181231;0000;8;;;
190101;0000;4;;;
190102;0000;5;;;
190103;0000;4;;;
190104;0000;4;;;
190105;0000;7;;;
190106;0000;9;;;
190107;0000;5;;;
190108;0000;5;;;
190109;0000;4;;;
190110;0000;3;;;
190111;0000;8;;;
190112;0000;6;;;
190113;0000;4;;;
190114;0000;7;;;
190115;0000;7;;;
190116;0000;5;;;
190117;0000;4;;;
190118;0000;8;;;
190119;0000;11;;;
190120;0000;9;;;
190121;0000;5;;;
190122;0000;5;;;
190123;0000;6;;;
190124;0000;8;;;
190125;0000;7;;;
190126;0000;5;;;
190127;0000;6;;;
190128;0000;6;;;
190129;0000;6;;;
190130;0000;6;;;
190131;0000;7;;;
190201;0000;9;;;
190202;0000;16;;;
190203;0000;13;;;
190204;0000;9;;;
190205;0000;17;;;
190206;0000;36;;;
190207;0000;8;;;
190208;0000;15;;;
190209;0000;7;;;
190210;0000;5;;;
190211;0000;3;;;
190212;0000;3;;;
190213;0000;8;;;
190214;0000;9;;;
