FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160814;0000;50,6712;;;
160815;0000;28,4562;;;
160816;0000;16,5309;;;
160817;0000;18,3829;;;
160818;0000;17,0588;;;
160819;0000;32,1454;;;
160820;0000;19,2564;;;
160821;0000;23,6006;;;
160822;0000;30,8533;;;
160823;0000;35,5579;;;
160824;0000;55,6637;;;
160825;0000;36,9045;;;
160826;0000;22,4041;;;
160827;0000;36,5825;;;
160828;0000;24,7409;;;
160829;0000;24,8598;;;
160830;0000;21,0291;;;
160831;0000;29,3825;;;
160901;0000;20,2993;;;
160902;0000;24,3477;;;
160903;0000;39,7313;;;
160904;0000;24,2879;;;
160905;0000;15,3853;;;
160906;0000;17,8669;;;
160907;0000;19,096;;;
160908;0000;16,9102;;;
160909;0000;23,6902;;;
160910;0000;23,4655;;;
160911;0000;15,7724;;;
160912;0000;12,0383;;;
160913;0000;13,761;;;
160914;0000;20,1988;;;
160915;0000;32,1918;;;
160916;0000;49,2188;;;
160917;0000;33,7404;;;
160918;0000;14,4866;;;
160919;0000;11,3145;;;
160920;0000;9,82112;;;
160921;0000;16,7603;;;
160922;0000;15,5152;;;
160923;0000;18,7217;;;
160924;0000;16,6241;;;
160925;0000;21,7483;;;
160926;0000;23,5725;;;
160927;0000;18,2275;;;
160928;0000;18,485;;;
160929;0000;8,20839;;;
160930;0000;11,2107;;;
161001;0000;11,7254;;;
161002;0000;9,52766;;;
161003;0000;8,13704;;;
161004;0000;5,8505;;;
161005;0000;9,21054;;;
161006;0000;11,4864;;;
161007;0000;8,27592;;;
161008;0000;11,1425;;;
161009;0000;8,66966;;;
161010;0000;7,511;;;
161011;0000;12,9089;;;
161012;0000;13,1759;;;
161013;0000;14,3401;;;
161014;0000;17,8204;;;
161015;0000;13,804;;;
161016;0000;3,89479;;;
161017;0000;7,64775;;;
161018;0000;2,7975;;;
161019;0000;5,95196;;;
161020;0000;7,59358;;;
161021;0000;10,0811;;;
161022;0000;12,3066;;;
161023;0000;8,42366;;;
161024;0000;4,45821;;;
161025;0000;4,63846;;;
161026;0000;8,38116;;;
161027;0000;14,2003;;;
161028;0000;17,5325;;;
161029;0000;12,237;;;
161030;0000;6,96159;;;
161031;0000;6,13721;;;
161101;0000;1,37071;;;
161102;0000;3,50431;;;
161103;0000;4,02084;;;
161104;0000;6,3662;;;
161105;0000;6,3755;;;
161106;0000;3,03275;;;
161107;0000;5,056;;;
161108;0000;5,22175;;;
161109;0000;5,32784;;;
161110;0000;5,48333;;;
161111;0000;8,67262;;;
161112;0000;10,0436;;;
161113;0000;7,15146;;;
161114;0000;5,06475;;;
161115;0000;4,10159;;;
161116;0000;4,15992;;;
161117;0000;4,92746;;;
161118;0000;37,9643;;;
161119;0000;44,6606;;;
161120;0000;10,8678;;;
161121;0000;7,90775;;;
161122;0000;6,18846;;;
161123;0000;7,66483;;;
161124;0000;7,47655;;;
161125;0000;8,79401;;;
161126;0000;3,02746;;;
161127;0000;2,86213;;;
161128;0000;4,605;;;
161129;0000;25,3617;;;
161130;0000;29,4548;;;
161201;0000;16,0954;;;
161202;0000;14,415;;;
161203;0000;12,5303;;;
161204;0000;5,53558;;;
161205;0000;4,69505;;;
161206;0000;10,1979;;;
161207;0000;12,1322;;;
161208;0000;;;;
161209;0000;2,71358;;;
161210;0000;2,87487;;;
161211;0000;2,26534;;;
161212;0000;2,41054;;;
161213;0000;4,38763;;;
161214;0000;16,2698;;;
161215;0000;35,5134;;;
161216;0000;17,333;;;
161217;0000;11,0516;;;
161218;0000;6,50671;;;
161219;0000;8,73387;;;
161220;0000;17,1071;;;
161221;0000;2,71596;;;
161222;0000;3,49583;;;
161223;0000;4,85487;;;
161224;0000;8,29933;;;
161225;0000;2,43017;;;
161226;0000;1,97929;;;
161227;0000;3,22937;;;
161228;0000;7,84421;;;
161229;0000;12,6641;;;
161230;0000;9,89713;;;
161231;0000;10,1387;;;
170101;0000;5,58459;;;
170102;0000;4,08258;;;
170103;0000;5,75448;;;
170104;0000;5,07042;;;
170105;0000;6,67296;;;
170106;0000;10,053;;;
170107;0000;6,26496;;;
170108;0000;4,34033;;;
170109;0000;2,68617;;;
170110;0000;6,53861;;;
170111;0000;6,39971;;;
170112;0000;9,18658;;;
170113;0000;;;3,38509;
170114;0000;;;1;
170115;0000;;;1;
170116;0000;;;;
170117;0000;13,4039;;;
170118;0000;53,2822;;;
170119;0000;24,7294;;;
170120;0000;10,2587;;;
170121;0000;38,5594;;;
170122;0000;62,5062;;;
170123;0000;62,9346;;;
170124;0000;21,9349;;;
170125;0000;7,1795;;;
170126;0000;20,6356;;;
170127;0000;27,3788;;;
170128;0000;70,5767;;;
170129;0000;55,2;;;
170130;0000;56,3242;;;
170131;0000;36,0052;;;
170201;0000;36,2317;;;
170202;0000;41,2081;;;
170203;0000;8,67871;;;
170204;0000;6,64325;;;
170205;0000;5,62788;;;
170206;0000;8,18869;;;
170207;0000;9,29854;;;
170208;0000;8,91621;;;
170209;0000;9,65045;;;
170210;0000;8,16908;;;
170211;0000;9,12338;;;
170212;0000;9,43813;;;
170213;0000;10,3278;;;
170214;0000;13,9671;;;
170215;0000;13,8733;;;
170216;0000;10,5205;;;
170217;0000;5,1055;;;
170218;0000;4,92863;;;
170219;0000;5,21029;;;
170220;0000;6,39308;;;
170221;0000;6,07687;;;
170222;0000;10,7914;;;
170223;0000;13,8167;;;
170224;0000;13,4879;;;
170225;0000;8,73912;;;
170226;0000;6,29608;;;
170227;0000;5,84608;;;
170228;0000;4,65533;;;
170301;0000;6,12896;;;
170302;0000;4,24934;;;
170303;0000;6,8428;;;
170304;0000;6,44392;;;
170305;0000;7,33675;;;
170306;0000;7,60975;;;
170307;0000;9,14255;;;
170308;0000;13,3292;;;
170309;0000;4,80546;;;
170310;0000;7,16842;;;
170311;0000;8,2688;;;
170312;0000;6,6905;;;
170313;0000;13,7527;;;
170314;0000;17,2983;;;
170315;0000;14,348;;;
170316;0000;13,6888;;;
170317;0000;15,3111;;;
170318;0000;12,534;;;
170319;0000;16,9379;;;
170320;0000;22,5999;;;
170321;0000;14,461;;;
170322;0000;22,6421;;;
170323;0000;23,0271;;;
170324;0000;15,1812;;;
170325;0000;10,8873;;;
170326;0000;7,90025;;;
170327;0000;10,4697;;;
170328;0000;12,6151;;;
170329;0000;10,1048;;;
170330;0000;8,76067;;;
170331;0000;14,9836;;;
170401;0000;13,8863;;;
170402;0000;6,47217;;;
170403;0000;8,70914;;;
170404;0000;10,0442;;;
170405;0000;13,8325;;;
170406;0000;12,6051;;;
170407;0000;5,53896;;;
170408;0000;8,9565;;;
170409;0000;6,79591;;;
170410;0000;7,4138;;;
170411;0000;8,38034;;;
170412;0000;18,3051;;;
170413;0000;16,6932;;;
170414;0000;10,1199;;;
170415;0000;15,4039;;;
170416;0000;15,3715;;;
170417;0000;13,9827;;;
170418;0000;13,4703;;;
170419;0000;17,0192;;;
170420;0000;10,4377;;;
170421;0000;9,54887;;;
170422;0000;10,1917;;;
170423;0000;18,0789;;;
170424;0000;29,3933;;;
170425;0000;22,4454;;;
170426;0000;14,1399;;;
170427;0000;20,9413;;;
170428;0000;17,0473;;;
170429;0000;21,0482;;;
170430;0000;20,1467;;;
170501;0000;27;;;
170502;0000;33;;;
170503;0000;25;;;
170504;0000;23;;;
170505;0000;32;;;
170506;0000;42;;;
170507;0000;14;;;
170508;0000;13;;;
170509;0000;23;;;
170510;0000;32;;;
170511;0000;8;;;
170512;0000;17;;;
170513;0000;17;;;
170514;0000;17;;;
170515;0000;21;;;
170516;0000;58;;;
170517;0000;35;;;
170518;0000;17;;;
170519;0000;26;;;
170520;0000;59;;;
170521;0000;60;;;
170522;0000;62;;;
170523;0000;76;;;
170524;0000;50;;;
170525;0000;20;;;
170526;0000;33;;;
170527;0000;38;;;
170528;0000;37;;;
170529;0000;42;;;
170530;0000;49;;;
170531;0000;49;;;
170601;0000;44;;;
170602;0000;67;;;
170603;0000;53;;;
170604;0000;30;;;
170605;0000;39;;;
170606;0000;57;;;
170607;0000;35;;;
170608;0000;35;;;
170609;0000;59;;;
170610;0000;45;;;
170611;0000;72;;;
170612;0000;101;;;
170613;0000;79;;;
170614;0000;72;;;
170615;0000;38;;;
170616;0000;10;;;
170617;0000;13;;;
170618;0000;66;;;
170619;0000;68;;;
170620;0000;76;;;
170621;0000;67;;;
170622;0000;17;;;
170623;0000;43;;;
170624;0000;55;;;
170625;0000;39;;;
170626;0000;24;;;
170627;0000;28;;;
170628;0000;28;;;
170629;0000;39;;;
170630;0000;53;;;
170701;0000;57;;;
170702;0000;65;;;
170703;0000;36;;;
170704;0000;42;;;
170705;0000;67;;;
170706;0000;54;;;
170707;0000;38;;;
170708;0000;67;;;
170709;0000;45;;;
170710;0000;56;;;
170711;0000;70;;;
170712;0000;62;;;
170713;0000;25;;;
170714;0000;30;;;
170715;0000;16;;;
170716;0000;28;;;
170717;0000;59;;;
170718;0000;91;;;
170719;0000;44;;;
170720;0000;40;;;
170721;0000;54;;;
170722;0000;44;;;
170723;0000;51;;;
170724;0000;29;;;
170725;0000;49;;;
170726;0000;73;;;
170727;0000;53;;;
170728;0000;39;;;
170729;0000;34;;;
170730;0000;60;;;
170731;0000;104;;;
170801;0000;73;;;
170802;0000;58;;;
170803;0000;68;;;
170804;0000;71;;;
170805;0000;78;;;
170806;0000;65;;;
170807;0000;52;;;
170808;0000;60;;;
170809;0000;33;;;
170810;0000;9;;;
170811;0000;15;;;
170812;0000;32;;;
170813;0000;26;;;
170814;0000;28;;;
170815;0000;31;;;
170816;0000;36;;;
170817;0000;32;;;
170818;0000;31;;;
170819;0000;19;;;
170820;0000;32;;;
170821;0000;37;;;
170822;0000;21;;;
170823;0000;17;;;
170824;0000;17;;;
170825;0000;32;;;
170826;0000;39;;;
170827;0000;29;;;
170828;0000;10;;;
170829;0000;12;;;
170830;0000;34;;;
170831;0000;35;;;
170901;0000;16;;;
170902;0000;12;;;
170903;0000;13;;;
170904;0000;13;;;
170905;0000;23;;;
170906;0000;25;;;
170907;0000;20;;;
170908;0000;27;;;
170909;0000;27;;;
170910;0000;21;;;
170911;0000;34;;;
170912;0000;24;;;
170913;0000;14;;;
170914;0000;18;;;
170915;0000;19;;;
170916;0000;25;;;
170917;0000;23;;;
170918;0000;31;;;
170919;0000;12;;;
170920;0000;10;;;
170921;0000;18;;;
170922;0000;19;;;
170923;0000;17;;;
170924;0000;10;;;
170925;0000;15;;;
170926;0000;19;;;
170927;0000;22;;;
170928;0000;;;;
170929;0000;31;;;
170930;0000;15;;;
171001;0000;6;;;
171002;0000;16;;;
171003;0000;20;;;
171004;0000;6;;;
171005;0000;4;;;
171006;0000;12;;;
171007;0000;11;;;
171008;0000;7;;;
171009;0000;7;;;
171010;0000;6;;;
171011;0000;8;;;
171012;0000;8;;;
171013;0000;8;;;
171014;0000;15;;;
171015;0000;17;;;
171016;0000;16;;;
171017;0000;17;;;
171018;0000;10;;;
171019;0000;8;;;
171020;0000;15;;;
171021;0000;12;;;
171022;0000;8;;;
171023;0000;9;;;
171024;0000;7;;;
171025;0000;10;;;
171026;0000;12;;;
171027;0000;12;;;
171028;0000;7;;;
171029;0000;5;;;
171030;0000;7;;;
171031;0000;11;;;
171101;0000;18;;;
171102;0000;18;;;
171103;0000;10;;;
171104;0000;16;;;
171105;0000;9;;;
171106;0000;10;;;
171107;0000;13;;;
171108;0000;9;;;
171109;0000;8;;;
171110;0000;10;;;
171111;0000;9;;;
171112;0000;9;;;
171113;0000;11;;;
171114;0000;10;;;
171115;0000;6;;;
171116;0000;6;;;
171117;0000;7;;;
171118;0000;8;;;
171119;0000;9;;;
171120;0000;7;;;
171121;0000;7;;;
171122;0000;;;;
171123;0000;;;;
171124;0000;;;;
171125;0000;11;;;
171126;0000;;;;
171127;0000;;;;
171128;0000;16;;;
171129;0000;14;;;
171130;0000;15;;;
171201;0000;15;;;
171202;0000;18;;;
171203;0000;11;;;
171204;0000;12;;;
171205;0000;15;;;
171206;0000;15;;;
171207;0000;13;;;
171208;0000;14;;;
171209;0000;9;;;
171210;0000;10;;;
171211;0000;14;;;
171212;0000;5;;;
171213;0000;7;;;
171214;0000;7;;;
171215;0000;5;;;
171216;0000;8;;;
171217;0000;5;;;
171218;0000;7;;;
171219;0000;9;;;
171220;0000;9;;;
171221;0000;8;;;
171222;0000;10;;;
171223;0000;8;;;
171224;0000;8;;;
171225;0000;5;;;
171226;0000;7;;;
171227;0000;3;;;
171228;0000;5;;;
171229;0000;5;;;
171230;0000;6;;;
171231;0000;6;;;
180101;0000;5;;;
180102;0000;6;;;
180103;0000;6;;;
180104;0000;3;;;
180105;0000;7;;;
180106;0000;11;;;
180107;0000;13;;;
180108;0000;9;;;
180109;0000;8;;;
180110;0000;11;;;
180111;0000;10;;;
180112;0000;8;;;
180113;0000;8;;;
180114;0000;14;;;
180115;0000;6;;;
180116;0000;9;;;
180117;0000;7;;;
180118;0000;6;;;
180119;0000;8;;;
180120;0000;12;;;
180121;0000;9;;;
180122;0000;14;;;
180123;0000;12;;;
180124;0000;;;;
180125;0000;;;;
180126;0000;;;4;
180127;0000;;;4;
180128;0000;;;5;
180129;0000;9;;;
180130;0000;10;;;
180131;0000;10;;;
180201;0000;13;;;
180202;0000;16;;;
180203;0000;14;;;
180204;0000;13;;;
180205;0000;11;;;
180206;0000;9;;;
180207;0000;8;;;
180208;0000;9;;;
180209;0000;7;;;
180210;0000;6;;;
180211;0000;6;;;
180212;0000;9;;;
180213;0000;14;;;
180214;0000;15;;;
180215;0000;15;;;
180216;0000;14;;;
180217;0000;12;;;
180218;0000;8;;;
180219;0000;7;;;
180220;0000;6;;;
180221;0000;;;;
180222;0000;;;;
180223;0000;6;;;
180224;0000;4;;;
180225;0000;4;;;
180226;0000;7;;;
180227;0000;11;;;
180228;0000;13;;;
180301;0000;9;;;
180302;0000;9;;;
180303;0000;12;;;
180304;0000;8;;;
180305;0000;7;;;
180306;0000;10;;;
180307;0000;18;;;
180308;0000;16;;;
180309;0000;11;;;
180310;0000;5;;;
180311;0000;3;;;
180312;0000;4;;;
180313;0000;5;;;
180314;0000;7;;;
180315;0000;10;;;
180316;0000;;;;
180317;0000;;;;
180318;0000;3;;;
180319;0000;6;;;
180320;0000;9;;;
180321;0000;8;;;
180322;0000;9;;;
180323;0000;4;;;
180324;0000;6;;;
180325;0000;5;;;
180326;0000;9;;;
180327;0000;10;;;
180328;0000;13;;;
180329;0000;13;;;
180330;0000;12;;;
180331;0000;7;;;
180401;0000;9;;;
180402;0000;14;;;
180403;0000;16;;;
180404;0000;13;;;
180405;0000;15;;;
180406;0000;16;;;
180407;0000;15;;;
180408;0000;12;;;
180409;0000;10;;;
180410;0000;8;;;
180411;0000;3;;;
180412;0000;8;;;
180413;0000;14;;;
180414;0000;16;;;
180415;0000;16;;;
180416;0000;15;;;
180417;0000;17;;;
180418;0000;18;;;
180419;0000;19;;;
180420;0000;20;;;
180421;0000;17;;;
180422;0000;9;;;
180423;0000;15;;;
180424;0000;21;;;
180425;0000;18;;;
180426;0000;20;;;
180427;0000;21;;;
180428;0000;34;;;
180429;0000;27;;;
180430;0000;38;;;
180501;0000;29;;;
180502;0000;20;;;
180503;0000;23;;;
180504;0000;27;;;
180505;0000;18;;;
180506;0000;14;;;
180507;0000;10;;;
180508;0000;17;;;
180509;0000;33;;;
180510;0000;35;;;
180511;0000;26;;;
180512;0000;27;;;
180513;0000;28;;;
180514;0000;33;;;
180515;0000;27;;;
180516;0000;29;;;
180517;0000;24;;;
180518;0000;16;;;
180519;0000;29;;;
180520;0000;30;;;
180521;0000;28;;;
180522;0000;41;;;
180523;0000;35;;;
180524;0000;27;;;
180525;0000;28;;;
180526;0000;84;;;
180527;0000;72;;;
180528;0000;45;;;
180529;0000;8;;;
180530;0000;13;;;
180531;0000;40;;;
180601;0000;52;;;
180602;0000;77;;;
180603;0000;48;;;
180604;0000;78;;;
180605;0000;66;;;
180606;0000;41;;;
180607;0000;47;;;
180608;0000;52;;;
180609;0000;20;;;
180610;0000;4;;;
180611;0000;27;;;
180612;0000;51;;;
180613;0000;35;;;
180614;0000;61;;;
180615;0000;46;;;
180616;0000;112;;;
180617;0000;86;;;
180618;0000;47;;;
180619;0000;62;;;
180620;0000;55;;;
180621;0000;31;;;
180622;0000;64;;;
180623;0000;57;;;
180624;0000;71;;;
180625;0000;65;;;
180626;0000;63;;;
180627;0000;35;;;
180628;0000;48;;;
180629;0000;60;;;
180630;0000;38;;;
180701;0000;41;;;
180702;0000;36;;;
180703;0000;43;;;
180704;0000;11;;;
180705;0000;8;;;
180706;0000;20;;;
180707;0000;29;;;
180708;0000;43;;;
180709;0000;43;;;
180710;0000;40;;;
180711;0000;58;;;
180712;0000;70;;;
180713;0000;61;;;
180714;0000;32;;;
180715;0000;34;;;
180716;0000;17;;;
180717;0000;26;;;
180718;0000;30;;;
180719;0000;56;;;
180720;0000;51;;;
180721;0000;92;;;
180722;0000;34;;;
180723;0000;76;;;
180724;0000;64;;;
180725;0000;69;;;
180726;0000;73;;;
180727;0000;46;;;
180728;0000;50;;;
180729;0000;47;;;
180730;0000;33;;;
180731;0000;47;;;
180801;0000;52;;;
180802;0000;55;;;
180803;0000;56;;;
180804;0000;53;;;
180805;0000;102;;;
180806;0000;62;;;
180807;0000;15;;;
180808;0000;41;;;
180809;0000;41;;;
180810;0000;37;;;
180811;0000;37;;;
180812;0000;38;;;
180813;0000;14;;;
180814;0000;16;;;
180815;0000;26;;;
180816;0000;28;;;
180817;0000;50;;;
180818;0000;17;;;
180819;0000;34;;;
180820;0000;30;;;
180821;0000;35;;;
180822;0000;64;;;
180823;0000;36;;;
180824;0000;25;;;
180825;0000;26;;;
180826;0000;20;;;
180827;0000;29;;;
180828;0000;35;;;
180829;0000;36;;;
180830;0000;29;;;
180831;0000;30;;;
180901;0000;22;;;
180902;0000;17;;;
180903;0000;15;;;
180904;0000;18;;;
180905;0000;31;;;
180906;0000;26;;;
180907;0000;28;;;
180908;0000;28;;;
180909;0000;20;;;
180910;0000;17;;;
180911;0000;16;;;
180912;0000;19;;;
180913;0000;24;;;
180914;0000;31;;;
180915;0000;23;;;
180916;0000;18;;;
180917;0000;33;;;
180918;0000;11;;;
180919;0000;24;;;
180920;0000;52;;;
180921;0000;27;;;
180922;0000;10;;;
180923;0000;6;;;
180924;0000;13;;;
180925;0000;29;;;
180926;0000;28;;;
180927;0000;24;;;
180928;0000;23;;;
180929;0000;8;;;
180930;0000;7;;;
181001;0000;8;;;
181002;0000;11;;;
181003;0000;13;;;
181004;0000;21;;;
181005;0000;26;;;
181006;0000;21;;;
181007;0000;21;;;
181008;0000;9;;;
181009;0000;7;;;
181010;0000;18;;;
181011;0000;22;;;
181012;0000;14;;;
181013;0000;16;;;
181014;0000;14;;;
181015;0000;9;;;
181016;0000;10;;;
181017;0000;8;;;
181018;0000;6;;;
181019;0000;9;;;
181020;0000;9;;;
181021;0000;6;;;
181022;0000;8;;;
181023;0000;11;;;
181024;0000;10;;;
181025;0000;9;;;
181026;0000;9;;;
181027;0000;11;;;
181028;0000;10;;;
181029;0000;8;;;
181030;0000;4;;;
181031;0000;9;;;
181101;0000;20;;;
181102;0000;6;;;
181103;0000;7;;;
181104;0000;4;;;
181105;0000;4;;;
181106;0000;7;;;
181107;0000;6;;;
181108;0000;7;;;
181109;0000;6;;;
181110;0000;4;;;
181111;0000;2;;;
181112;0000;3;;;
181113;0000;5;;;
181114;0000;5;;;
181115;0000;6;;;
181116;0000;5;;;
181117;0000;2;;;
181118;0000;2;;;
181119;0000;4;;;
181120;0000;3;;;
181121;0000;6;;;
181122;0000;3;;;
181123;0000;4;;;
181124;0000;3;;;
181125;0000;4;;;
181126;0000;5;;;
181127;0000;6;;;
181128;0000;7;;;
181129;0000;11;;;
181130;0000;8;;;
181201;0000;7;;;
181202;0000;9;;;
181203;0000;8;;;
181204;0000;5;;;
181205;0000;11;;;
181206;0000;9;;;
181207;0000;14;;;
181208;0000;7;;;
181209;0000;5;;;
181210;0000;6;;;
181211;0000;5;;;
181212;0000;4;;;
181213;0000;3;;;
181214;0000;3;;;
181215;0000;6;;;
181216;0000;7;;;
181217;0000;6;;;
181218;0000;11;;;
181219;0000;13;;;
181220;0000;8;;;
181221;0000;7;;;
181222;0000;13;;;
181223;0000;;;9;
181224;0000;;;;
181225;0000;12;;;
181226;0000;12;;;
181227;0000;6;;;
181228;0000;8;;;
181229;0000;4;;;
181230;0000;3;;;
181231;0000;8;;;
190101;0000;8;;;
190102;0000;5;;;
190103;0000;9;;;
190104;0000;18;;;
190105;0000;26;;;
190106;0000;7;;;
190107;0000;6;;;
190108;0000;5;;;
190109;0000;3;;;
190110;0000;6;;;
190111;0000;8;;;
190112;0000;5;;;
190113;0000;4;;;
190114;0000;7;;;
190115;0000;8;;;
190116;0000;10;;;
190117;0000;9;;;
190118;0000;22;;;
190119;0000;18;;;
190120;0000;12;;;
190121;0000;10;;;
190122;0000;7;;;
190123;0000;11;;;
190124;0000;11;;;
190125;0000;15;;;
190126;0000;11;;;
190127;0000;5;;;
190128;0000;8;;;
190129;0000;;;8;
190130;0000;;;1;
190131;0000;;;1;
190201;0000;;;6;
190202;0000;20;;;
190203;0000;11;;;
190204;0000;14;;;
190205;0000;14;;;
190206;0000;20;;;
190207;0000;19;;;
190208;0000;13;;;
190209;0000;13;;;
190210;0000;13;;;
