FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160828;0000;15,9462;;;
160829;0000;8,1955;;;
160830;0000;21,4408;;;
160831;0000;34,813;;;
160901;0000;31,8083;;;
160902;0000;6,30624;;;
160903;0000;39,4573;;;
160904;0000;56,9869;;;
160905;0000;38,9184;;;
160906;0000;22,8139;;;
160907;0000;18,9499;;;
160908;0000;18,6193;;;
160909;0000;38,8144;;;
160910;0000;62,2051;;;
160911;0000;34,8421;;;
160912;0000;11,3709;;;
160913;0000;11,7344;;;
160914;0000;31,5241;;;
160915;0000;14,4089;;;
160916;0000;13,0097;;;
160917;0000;25,1777;;;
160918;0000;44,924;;;
160919;0000;40,3809;;;
160920;0000;31,3974;;;
160921;0000;26,9755;;;
160922;0000;9,49991;;;
160923;0000;9,25273;;;
160924;0000;18,2483;;;
160925;0000;21,7961;;;
160926;0000;21,7435;;;
160927;0000;6,77863;;;
160928;0000;24,46;;;
160929;0000;16,7093;;;
160930;0000;25,0523;;;
161001;0000;25,2377;;;
161002;0000;45,4556;;;
161003;0000;18,9293;;;
161004;0000;42,9699;;;
161005;0000;26,0214;;;
161006;0000;9,02203;;;
161007;0000;21,3991;;;
161008;0000;24,3722;;;
161009;0000;16,6495;;;
161010;0000;30,8599;;;
161011;0000;12,4778;;;
161012;0000;18,5601;;;
161013;0000;30,8;;;
161014;0000;25,8648;;;
161015;0000;10,4996;;;
161016;0000;15,3302;;;
161017;0000;11,0417;;;
161018;0000;28,8432;;;
161019;0000;21,232;;;
161020;0000;11,5128;;;
161021;0000;17,1103;;;
161022;0000;13,3959;;;
161023;0000;10,8804;;;
161024;0000;10,7923;;;
161025;0000;10,7384;;;
161026;0000;6,04707;;;
161027;0000;8,83406;;;
161028;0000;7,92486;;;
161029;0000;9,5096;;;
161030;0000;10,5876;;;
161031;0000;20,2141;;;
161101;0000;20,3801;;;
161102;0000;7,74096;;;
161103;0000;18,5227;;;
161104;0000;12,1395;;;
161105;0000;7,32428;;;
161106;0000;4,31291;;;
161107;0000;4,20061;;;
161108;0000;4,48225;;;
161109;0000;7,36447;;;
161110;0000;7,42312;;;
161111;0000;4,9622;;;
161112;0000;8,09552;;;
161113;0000;12,8792;;;
161114;0000;14,5145;;;
161115;0000;16,2636;;;
161116;0000;6,58783;;;
161117;0000;5,82391;;;
161118;0000;4,89723;;;
161119;0000;4,60978;;;
161120;0000;4,91117;;;
161121;0000;7,83576;;;
161122;0000;10,5614;;;
161123;0000;7,316;;;
161124;0000;8,78535;;;
161125;0000;13,4836;;;
161126;0000;15,8487;;;
161127;0000;9,49156;;;
161128;0000;2,81386;;;
161129;0000;4,41225;;;
161130;0000;;;4,21082;
161201;0000;;;9,23413;
161202;0000;8,27739;;;
161203;0000;8,67705;;;
161204;0000;14,3813;;;
161205;0000;14,0665;;;
161206;0000;7,09524;;;
161207;0000;4,87413;;;
161208;0000;3,80138;;;
161209;0000;7,36971;;;
161210;0000;7,8734;;;
161211;0000;9,02921;;;
161212;0000;9,97743;;;
161213;0000;7,37145;;;
161214;0000;11,7668;;;
161215;0000;6,38109;;;
161216;0000;13,061;;;
161217;0000;9,50806;;;
161218;0000;10,1237;;;
161219;0000;9,87106;;;
161220;0000;16,0518;;;
161221;0000;11,9062;;;
161222;0000;15,0042;;;
161223;0000;12,6581;;;
161224;0000;10,5887;;;
161225;0000;14,2799;;;
161226;0000;7,99983;;;
161227;0000;5,28089;;;
161228;0000;;;1,87844;
161229;0000;;;2,41393;
161230;0000;4,40028;;;
161231;0000;14,1314;;;
170101;0000;10,1699;;;
170102;0000;9,09242;;;
170103;0000;11,7454;;;
170104;0000;10,0945;;;
170105;0000;11,7048;;;
170106;0000;9,59293;;;
170107;0000;8,49617;;;
170108;0000;11,7041;;;
170109;0000;13,2418;;;
170110;0000;14,9932;;;
170111;0000;7,1767;;;
170112;0000;7,78456;;;
170113;0000;3,58587;;;
170114;0000;2,94068;;;
170115;0000;4,60421;;;
170116;0000;11,1307;;;
170117;0000;17,0933;;;
170118;0000;8,5903;;;
170119;0000;7,45746;;;
170120;0000;5,81318;;;
170121;0000;8,91519;;;
170122;0000;5,77276;;;
170123;0000;8,09625;;;
170124;0000;4,98309;;;
170125;0000;3,8432;;;
170126;0000;5,09753;;;
170127;0000;3,7853;;;
170128;0000;4,29093;;;
170129;0000;6,76823;;;
170130;0000;5,50289;;;
170131;0000;3,88272;;;
170201;0000;3,66454;;;
170202;0000;7,13235;;;
170203;0000;7,50167;;;
170204;0000;5,24255;;;
170205;0000;7,81564;;;
170206;0000;5,32957;;;
170207;0000;6,63324;;;
170208;0000;7,67998;;;
170209;0000;8,54402;;;
170210;0000;6,55464;;;
170211;0000;7,25546;;;
170212;0000;4,12464;;;
170213;0000;6,90494;;;
170214;0000;5,29134;;;
170215;0000;6,58591;;;
170216;0000;9,03441;;;
170217;0000;9,4198;;;
170218;0000;14,5923;;;
170219;0000;7,33118;;;
170220;0000;4,40338;;;
170221;0000;5,34485;;;
170222;0000;3,77938;;;
170223;0000;2,62304;;;
170224;0000;3,38777;;;
170225;0000;2,63633;;;
170226;0000;4,96429;;;
170227;0000;9,25458;;;
170228;0000;13,8567;;;
170301;0000;18,2939;;;
170302;0000;14,0709;;;
170303;0000;12,5841;;;
170304;0000;10,6001;;;
170305;0000;11,4711;;;
170306;0000;20,5581;;;
170307;0000;15,2898;;;
170308;0000;9,14177;;;
170309;0000;23,8103;;;
170310;0000;25,8189;;;
170311;0000;30,4164;;;
170312;0000;23,5511;;;
170313;0000;13,7006;;;
170314;0000;10,0583;;;
170315;0000;7,40266;;;
170316;0000;5,40791;;;
170317;0000;42,2132;;;
170318;0000;30,4774;;;
170319;0000;11,1446;;;
170320;0000;11,4574;;;
170321;0000;4,60847;;;
170322;0000;11,6795;;;
170323;0000;5,55244;;;
170324;0000;10,1849;;;
170325;0000;20,2624;;;
170326;0000;8,56921;;;
170327;0000;17,6083;;;
170328;0000;53,0623;;;
170329;0000;31,3702;;;
170330;0000;32,0439;;;
170331;0000;32,5746;;;
170401;0000;33,5924;;;
170402;0000;11,1541;;;
170403;0000;18,2365;;;
170404;0000;27,5666;;;
170405;0000;17,1551;;;
170406;0000;33,1994;;;
170407;0000;26,2199;;;
170408;0000;47,0197;;;
170409;0000;42,1091;;;
170410;0000;17,0032;;;
170411;0000;5,52541;;;
170412;0000;11,0567;;;
170413;0000;36,8442;;;
170414;0000;14,6854;;;
170415;0000;53,9277;;;
170416;0000;55,4913;;;
170417;0000;34,1262;;;
170418;0000;21,4112;;;
170419;0000;18,4165;;;
170420;0000;18,7315;;;
170421;0000;25,6195;;;
170422;0000;44,7957;;;
170423;0000;41,4331;;;
170424;0000;27,867;;;
170425;0000;35,2057;;;
170426;0000;23,4586;;;
170427;0000;22,9139;;;
170428;0000;67,5326;;;
170429;0000;31,2173;;;
170430;0000;12,3518;;;
170501;0000;12;;;
170502;0000;100;;;
170503;0000;13;;;
170504;0000;15;;;
170505;0000;9;;;
170506;0000;12;;;
170507;0000;23;;;
170508;0000;40;;;
170509;0000;35;;;
170510;0000;98;;;
170511;0000;64;;;
170512;0000;21;;;
170513;0000;8;;;
170514;0000;22;;;
170515;0000;11;;;
170516;0000;10;;;
170517;0000;45;;;
170518;0000;96;;;
170519;0000;76;;;
170520;0000;11;;;
170521;0000;29;;;
170522;0000;50;;;
170523;0000;183;;;
170524;0000;165;;;
170525;0000;167;;;
170526;0000;;;137;
170527;0000;120;;;
170528;0000;45;;;
170529;0000;64;;;
170530;0000;40;;;
170531;0000;89;;;
170601;0000;36;;;
170602;0000;24;;;
170603;0000;49;;;
170604;0000;80;;;
170605;0000;32;;;
170606;0000;16;;;
170607;0000;39;;;
170608;0000;30;;;
170609;0000;24;;;
170610;0000;71;;;
170611;0000;63;;;
170612;0000;31;;;
170613;0000;51;;;
170614;0000;22;;;
170615;0000;7;;;
170616;0000;30;;;
170617;0000;145;;;
170618;0000;163;;;
170619;0000;294;;;
170620;0000;18;;;
170621;0000;9;;;
170622;0000;33;;;
170623;0000;101;;;
170624;0000;35;;;
170625;0000;30;;;
170626;0000;17;;;
170627;0000;52;;;
170628;0000;38;;;
170629;0000;63;;;
170630;0000;23;;;
170701;0000;59;;;
170702;0000;28;;;
170703;0000;66;;;
170704;0000;171;;;
170705;0000;49;;;
170706;0000;95;;;
170707;0000;105;;;
170708;0000;36;;;
170709;0000;55;;;
170710;0000;65;;;
170711;0000;218;;;
170712;0000;40;;;
170713;0000;30;;;
170714;0000;36;;;
170715;0000;61;;;
170716;0000;82;;;
170717;0000;165;;;
170718;0000;113;;;
170719;0000;17;;;
170720;0000;35;;;
170721;0000;16;;;
170722;0000;18;;;
170723;0000;22;;;
170724;0000;22;;;
170725;0000;18;;;
170726;0000;9;;;
170727;0000;21;;;
170728;0000;27;;;
170729;0000;23;;;
170730;0000;18;;;
170731;0000;9;;;
170801;0000;43;;;
170802;0000;75;;;
170803;0000;51;;;
170804;0000;36;;;
170805;0000;13;;;
170806;0000;34;;;
170807;0000;25;;;
170808;0000;11;;;
170809;0000;14;;;
170810;0000;25;;;
170811;0000;20;;;
170812;0000;19;;;
170813;0000;34;;;
170814;0000;36;;;
170815;0000;60;;;
170816;0000;29;;;
170817;0000;13;;;
170818;0000;36;;;
170819;0000;51;;;
170820;0000;20;;;
170821;0000;10;;;
170822;0000;32;;;
170823;0000;16;;;
170824;0000;43;;;
170825;0000;31;;;
170826;0000;47;;;
170827;0000;39;;;
170828;0000;49;;;
170829;0000;88;;;
170830;0000;36;;;
170831;0000;16;;;
170901;0000;28;;;
170902;0000;27;;;
170903;0000;44;;;
170904;0000;64;;;
170905;0000;35;;;
170906;0000;60;;;
170907;0000;44;;;
170908;0000;69;;;
170909;0000;30;;;
170910;0000;43;;;
170911;0000;24;;;
170912;0000;96;;;
170913;0000;43;;;
170914;0000;63;;;
170915;0000;76;;;
170916;0000;44;;;
170917;0000;58;;;
170918;0000;23;;;
170919;0000;49;;;
170920;0000;46;;;
170921;0000;29;;;
170922;0000;32;;;
170923;0000;39;;;
170924;0000;47;;;
170925;0000;24;;;
170926;0000;7;;;
170927;0000;10;;;
170928;0000;37;;;
170929;0000;15;;;
170930;0000;32;;;
171001;0000;33;;;
171002;0000;34;;;
171003;0000;14;;;
171004;0000;29;;;
171005;0000;51;;;
171006;0000;41;;;
171007;0000;47;;;
171008;0000;23;;;
171009;0000;36;;;
171010;0000;75;;;
171011;0000;33;;;
171012;0000;7;;;
171013;0000;18;;;
171014;0000;14;;;
171015;0000;17;;;
171016;0000;28;;;
171017;0000;28;;;
171018;0000;32;;;
171019;0000;42;;;
171020;0000;25;;;
171021;0000;31;;;
171022;0000;31;;;
171023;0000;31;;;
171024;0000;36;;;
171025;0000;28;;;
171026;0000;25;;;
171027;0000;18;;;
171028;0000;25;;;
171029;0000;25;;;
171030;0000;15;;;
171031;0000;12;;;
171101;0000;14;;;
171102;0000;31;;;
171103;0000;17;;;
171104;0000;27;;;
171105;0000;13;;;
171106;0000;10;;;
171107;0000;14;;;
171108;0000;20;;;
171109;0000;31;;;
171110;0000;21;;;
171111;0000;18;;;
171112;0000;10;;;
171113;0000;12;;;
171114;0000;22;;;
171115;0000;19;;;
171116;0000;20;;;
171117;0000;25;;;
171118;0000;25;;;
171119;0000;13;;;
171120;0000;10;;;
171121;0000;8;;;
171122;0000;9;;;
171123;0000;8;;;
171124;0000;14;;;
171125;0000;8;;;
171126;0000;6;;;
171127;0000;10;;;
171128;0000;9;;;
171129;0000;11;;;
171130;0000;8;;;
171201;0000;7;;;
171202;0000;11;;;
171203;0000;15;;;
171204;0000;8;;;
171205;0000;8;;;
171206;0000;7;;;
171207;0000;8;;;
171208;0000;8;;;
171209;0000;10;;;
171210;0000;4;;;
171211;0000;7;;;
171212;0000;7;;;
171213;0000;11;;;
171214;0000;7;;;
171215;0000;9;;;
171216;0000;13;;;
171217;0000;7;;;
171218;0000;7;;;
171219;0000;8;;;
171220;0000;14;;;
171221;0000;17;;;
171222;0000;13;;;
171223;0000;12;;;
171224;0000;12;;;
171225;0000;8;;;
171226;0000;8;;;
171227;0000;10;;;
171228;0000;7;;;
171229;0000;14;;;
171230;0000;13;;;
171231;0000;8;;;
180101;0000;13;;;
180102;0000;9;;;
180103;0000;9;;;
180104;0000;17;;;
180105;0000;13;;;
180106;0000;14;;;
180107;0000;5;;;
180108;0000;8;;;
180109;0000;4;;;
180110;0000;;;;
180111;0000;;;3;
180112;0000;;;;
180113;0000;;;2;
180114;0000;;;4;
180115;0000;6;;;
180116;0000;6;;;
180117;0000;4;;;
180118;0000;4;;;
180119;0000;3;;;
180120;0000;2;;;
180121;0000;8;;;
180122;0000;12;;;
180123;0000;6;;;
180124;0000;5;;;
180125;0000;12;;;
180126;0000;14;;;
180127;0000;11;;;
180128;0000;14;;;
180129;0000;7;;;
180130;0000;9;;;
180131;0000;6;;;
180201;0000;7;;;
180202;0000;5;;;
180203;0000;4;;;
180204;0000;6;;;
180205;0000;6;;;
180206;0000;10;;;
180207;0000;10;;;
180208;0000;13;;;
180209;0000;12;;;
180210;0000;7;;;
180211;0000;5;;;
180212;0000;5;;;
180213;0000;8;;;
180214;0000;8;;;
180215;0000;8;;;
180216;0000;11;;;
180217;0000;9;;;
180218;0000;13;;;
180219;0000;13;;;
180220;0000;11;;;
180221;0000;11;;;
180222;0000;8;;;
180223;0000;7;;;
180224;0000;10;;;
180225;0000;10;;;
180226;0000;7;;;
180227;0000;9;;;
180228;0000;9;;;
180301;0000;8;;;
180302;0000;8;;;
180303;0000;14;;;
180304;0000;8;;;
180305;0000;8;;;
180306;0000;4;;;
180307;0000;6;;;
180308;0000;10;;;
180309;0000;17;;;
180310;0000;13;;;
180311;0000;8;;;
180312;0000;17;;;
180313;0000;11;;;
180314;0000;23;;;
180315;0000;8;;;
180316;0000;17;;;
180317;0000;24;;;
180318;0000;20;;;
180319;0000;13;;;
180320;0000;24;;;
180321;0000;16;;;
180322;0000;12;;;
180323;0000;19;;;
180324;0000;15;;;
180325;0000;15;;;
180326;0000;24;;;
180327;0000;24;;;
180328;0000;21;;;
180329;0000;42;;;
180330;0000;11;;;
180331;0000;9;;;
180401;0000;8;;;
180402;0000;13;;;
180403;0000;11;;;
180404;0000;15;;;
180405;0000;35;;;
180406;0000;52;;;
180407;0000;31;;;
180408;0000;33;;;
180409;0000;10;;;
180410;0000;24;;;
180411;0000;18;;;
180412;0000;12;;;
180413;0000;19;;;
180414;0000;15;;;
180415;0000;9;;;
180416;0000;21;;;
180417;0000;29;;;
180418;0000;9;;;
180419;0000;6;;;
180420;0000;14;;;
180421;0000;9;;;
180422;0000;31;;;
180423;0000;29;;;
180424;0000;37;;;
180425;0000;9;;;
180426;0000;16;;;
180427;0000;41;;;
180428;0000;30;;;
180429;0000;6;;;
180430;0000;16;;;
180501;0000;30;;;
180502;0000;18;;;
180503;0000;62;;;
180504;0000;27;;;
180505;0000;16;;;
180506;0000;38;;;
180507;0000;59;;;
180508;0000;31;;;
180509;0000;25;;;
180510;0000;11;;;
180511;0000;14;;;
180512;0000;10;;;
180513;0000;7;;;
180514;0000;20;;;
180515;0000;32;;;
180516;0000;16;;;
180517;0000;22;;;
180518;0000;17;;;
180519;0000;8;;;
180520;0000;20;;;
180521;0000;35;;;
180522;0000;80;;;
180523;0000;76;;;
180524;0000;15;;;
180525;0000;11;;;
180526;0000;37;;;
180527;0000;15;;;
180528;0000;30;;;
180529;0000;48;;;
180530;0000;18;;;
180531;0000;11;;;
180601;0000;9;;;
180602;0000;62;;;
180603;0000;74;;;
180604;0000;21;;;
180605;0000;32;;;
180606;0000;41;;;
180607;0000;27;;;
180608;0000;43;;;
180609;0000;37;;;
180610;0000;24;;;
180611;0000;59;;;
180612;0000;30;;;
180613;0000;87;;;
180614;0000;26;;;
180615;0000;11;;;
180616;0000;12;;;
180617;0000;11;;;
180618;0000;15;;;
180619;0000;39;;;
180620;0000;22;;;
180621;0000;20;;;
180622;0000;30;;;
180623;0000;64;;;
180624;0000;49;;;
180625;0000;12;;;
180626;0000;19;;;
180627;0000;16;;;
180628;0000;10;;;
180629;0000;11;;;
180630;0000;13;;;
180701;0000;52;;;
180702;0000;145;;;
180703;0000;233;;;
180704;0000;61;;;
180705;0000;19;;;
180706;0000;74;;;
180707;0000;83;;;
180708;0000;33;;;
180709;0000;23;;;
180710;0000;98;;;
180711;0000;27;;;
180712;0000;36;;;
180713;0000;24;;;
180714;0000;28;;;
180715;0000;50;;;
180716;0000;200;;;
180717;0000;96;;;
180718;0000;118;;;
180719;0000;188;;;
180720;0000;21;;;
180721;0000;41;;;
180722;0000;53;;;
180723;0000;27;;;
180724;0000;114;;;
180725;0000;65;;;
180726;0000;67;;;
180727;0000;63;;;
180728;0000;20;;;
180729;0000;51;;;
180730;0000;41;;;
180731;0000;22;;;
180801;0000;107;;;
180802;0000;19;;;
180803;0000;16;;;
180804;0000;9;;;
180805;0000;11;;;
180806;0000;11;;;
180807;0000;33;;;
180808;0000;55;;;
180809;0000;52;;;
180810;0000;46;;;
180811;0000;24;;;
180812;0000;14;;;
180813;0000;65;;;
180814;0000;96;;;
180815;0000;32;;;
180816;0000;10;;;
180817;0000;34;;;
180818;0000;28;;;
180819;0000;25;;;
180820;0000;54;;;
180821;0000;51;;;
180822;0000;14;;;
180823;0000;33;;;
180824;0000;30;;;
180825;0000;12;;;
180826;0000;14;;;
180827;0000;23;;;
180828;0000;10;;;
180829;0000;8;;;
180830;0000;15;;;
180831;0000;62;;;
180901;0000;17;;;
180902;0000;45;;;
180903;0000;30;;;
180904;0000;15;;;
180905;0000;13;;;
180906;0000;44;;;
180907;0000;62;;;
180908;0000;65;;;
180909;0000;46;;;
180910;0000;53;;;
180911;0000;27;;;
180912;0000;45;;;
180913;0000;38;;;
180914;0000;41;;;
180915;0000;36;;;
180916;0000;8;;;
180917;0000;10;;;
180918;0000;20;;;
180919;0000;9;;;
180920;0000;10;;;
180921;0000;12;;;
180922;0000;17;;;
180923;0000;20;;;
180924;0000;11;;;
180925;0000;19;;;
180926;0000;25;;;
180927;0000;10;;;
180928;0000;13;;;
180929;0000;17;;;
180930;0000;33;;;
181001;0000;18;;;
181002;0000;20;;;
181003;0000;13;;;
181004;0000;9;;;
181005;0000;30;;;
181006;0000;14;;;
181007;0000;7;;;
181008;0000;21;;;
181009;0000;24;;;
181010;0000;12;;;
181011;0000;14;;;
181012;0000;16;;;
181013;0000;29;;;
181014;0000;8;;;
181015;0000;14;;;
181016;0000;12;;;
181017;0000;10;;;
181018;0000;13;;;
181019;0000;15;;;
181020;0000;14;;;
181021;0000;20;;;
181022;0000;26;;;
181023;0000;22;;;
181024;0000;17;;;
181025;0000;11;;;
181026;0000;11;;;
181027;0000;10;;;
181028;0000;9;;;
181029;0000;14;;;
181030;0000;10;;;
181031;0000;10;;;
181101;0000;15;;;
181102;0000;11;;;
181103;0000;8;;;
181104;0000;13;;;
181105;0000;14;;;
181106;0000;12;;;
181107;0000;14;;;
181108;0000;13;;;
181109;0000;10;;;
181110;0000;17;;;
181111;0000;20;;;
181112;0000;11;;;
181113;0000;12;;;
181114;0000;12;;;
181115;0000;9;;;
181116;0000;15;;;
181117;0000;15;;;
181118;0000;12;;;
181119;0000;11;;;
181120;0000;7;;;
181121;0000;15;;;
181122;0000;16;;;
181123;0000;13;;;
181124;0000;6;;;
181125;0000;5;;;
181126;0000;5;;;
181127;0000;5;;;
181128;0000;7;;;
181129;0000;11;;;
181130;0000;7;;;
181201;0000;5;;;
181202;0000;6;;;
181203;0000;8;;;
181204;0000;5;;;
181205;0000;5;;;
181206;0000;8;;;
181207;0000;7;;;
181208;0000;9;;;
181209;0000;6;;;
181210;0000;6;;;
181211;0000;6;;;
181212;0000;6;;;
181213;0000;9;;;
181214;0000;7;;;
181215;0000;9;;;
181216;0000;5;;;
181217;0000;4;;;
181218;0000;5;;;
181219;0000;6;;;
181220;0000;5;;;
181221;0000;5;;;
181222;0000;7;;;
181223;0000;6;;;
181224;0000;5;;;
181225;0000;4;;;
181226;0000;8;;;
181227;0000;3;;;
181228;0000;4;;;
181229;0000;8;;;
181230;0000;6;;;
181231;0000;8;;;
190101;0000;8;;;
190102;0000;4;;;
190103;0000;5;;;
190104;0000;3;;;
190105;0000;5;;;
190106;0000;6;;;
190107;0000;9;;;
190108;0000;9;;;
190109;0000;7;;;
190110;0000;11;;;
190111;0000;8;;;
190112;0000;6;;;
190113;0000;5;;;
190114;0000;7;;;
190115;0000;6;;;
190116;0000;5;;;
190117;0000;3;;;
190118;0000;4;;;
190119;0000;5;;;
190120;0000;7;;;
190121;0000;6;;;
190122;0000;5;;;
190123;0000;4;;;
190124;0000;5;;;
190125;0000;7;;;
190126;0000;;8;;
190127;0000;;5;;
190128;0000;;15;;
190129;0000;;17;;
190130;0000;;;;
190131;0000;;;;
190201;0000;;;;
190202;0000;;;26;
190203;0000;;;4;
190204;0000;;;4;
190205;0000;;;4;
190206;0000;5;;;
190207;0000;5;;;
190208;0000;4;;;
190209;0000;28;;;
190210;0000;51;;;
190211;0000;28;;;
190212;0000;27;;;
190213;0000;26;;;
190214;0000;23;;;
190215;0000;18;;;
190216;0000;19;;;
190217;0000;19;;;
190218;0000;18;;;
190219;0000;17;;;
190220;0000;23;;;
190221;0000;23;;;
190222;0000;15;;;
190223;0000;20;;;
190224;0000;13;;;
190225;0000;13;;;
