FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160818;0000;41,8454;;;
160819;0000;51,1561;;;
160820;0000;113,13;;;
160821;0000;102,323;;;
160822;0000;115,186;;;
160823;0000;43,9633;;;
160824;0000;43,9687;;;
160825;0000;41,0004;;;
160826;0000;91,6877;;;
160827;0000;112,174;;;
160828;0000;94,5381;;;
160829;0000;44,6821;;;
160830;0000;59,9221;;;
160831;0000;94,3405;;;
160901;0000;170,508;;;
160902;0000;47,994;;;
160903;0000;14,3392;;;
160904;0000;42,3895;;;
160905;0000;122,025;;;
160906;0000;82,1366;;;
160907;0000;55,1804;;;
160908;0000;47,945;;;
160909;0000;40,5878;;;
160910;0000;63,6996;;;
160911;0000;35,4442;;;
160912;0000;20,789;;;
160913;0000;44,0994;;;
160914;0000;56,4508;;;
160915;0000;50,7421;;;
160916;0000;61,2078;;;
160917;0000;43,1716;;;
160918;0000;46,5132;;;
160919;0000;30,6212;;;
160920;0000;32,4463;;;
160921;0000;25,6823;;;
160922;0000;57,316;;;
160923;0000;37,6044;;;
160924;0000;37,9996;;;
160925;0000;29,9878;;;
160926;0000;38,3145;;;
160927;0000;32,7779;;;
160928;0000;32,6171;;;
160929;0000;19,33;;;
160930;0000;15,9464;;;
161001;0000;32,3411;;;
161002;0000;34,9163;;;
161003;0000;38,7296;;;
161004;0000;43,5149;;;
161005;0000;33,2493;;;
161006;0000;22,6715;;;
161007;0000;42,7595;;;
161008;0000;25,8414;;;
161009;0000;28,3881;;;
161010;0000;16,7387;;;
161011;0000;37,6;;;
161012;0000;36,7631;;;
161013;0000;21,5895;;;
161014;0000;27,5113;;;
161015;0000;24,5633;;;
161016;0000;41,089;;;
161017;0000;28,2618;;;
161018;0000;43,1071;;;
161019;0000;25,1374;;;
161020;0000;20,3552;;;
161021;0000;14,9128;;;
161022;0000;17,5645;;;
161023;0000;21,5904;;;
161024;0000;17,1328;;;
161025;0000;14,3599;;;
161026;0000;13,0719;;;
161027;0000;11,2601;;;
161028;0000;17,9193;;;
161029;0000;10,6617;;;
161030;0000;8,40187;;;
161031;0000;30,6891;;;
161101;0000;33,4138;;;
161102;0000;18,293;;;
161103;0000;9,6282;;;
161104;0000;5,81339;;;
161105;0000;7,34125;;;
161106;0000;9,94083;;;
161107;0000;14,5728;;;
161108;0000;14,0248;;;
161109;0000;14,255;;;
161110;0000;15,6332;;;
161111;0000;14,0117;;;
161112;0000;13,5456;;;
161113;0000;13,9772;;;
161114;0000;14,0318;;;
161115;0000;21,2335;;;
161116;0000;20,9806;;;
161117;0000;14,0408;;;
161118;0000;10,7819;;;
161119;0000;13,7415;;;
161120;0000;11,7018;;;
161121;0000;15,246;;;
161122;0000;20,0439;;;
161123;0000;12,2137;;;
161124;0000;17,0373;;;
161125;0000;21,2954;;;
161126;0000;10,5915;;;
161127;0000;7,40858;;;
161128;0000;7,9725;;;
161129;0000;7,23508;;;
161130;0000;11,8605;;;
161201;0000;7,226;;;
161202;0000;8,94496;;;
161203;0000;11,2612;;;
161204;0000;10,3836;;;
161205;0000;8,57591;;;
161206;0000;10,1438;;;
161207;0000;7,97196;;;
161208;0000;8,09204;;;
161209;0000;8,60559;;;
161210;0000;8,58708;;;
161211;0000;5,54379;;;
161212;0000;8,56645;;;
161213;0000;8,48146;;;
161214;0000;7,96167;;;
161215;0000;6,48666;;;
161216;0000;8,77725;;;
161217;0000;7,87946;;;
161218;0000;7,19154;;;
161219;0000;7,97304;;;
161220;0000;12,349;;;
161221;0000;8,86147;;;
161222;0000;7,73409;;;
161223;0000;8,38112;;;
161224;0000;9,31325;;;
161225;0000;10,3335;;;
161226;0000;8,17192;;;
161227;0000;7,57717;;;
161228;0000;7,38475;;;
161229;0000;5,81025;;;
161230;0000;6,45846;;;
161231;0000;11,8742;;;
170101;0000;11,8821;;;
170102;0000;5,57204;;;
170103;0000;9,53691;;;
170104;0000;9,81816;;;
170105;0000;8,4843;;;
170106;0000;8,37492;;;
170107;0000;8,50674;;;
170108;0000;5,50655;;;
170109;0000;8,42679;;;
170110;0000;10,4971;;;
170111;0000;7,72646;;;
170112;0000;7,23254;;;
170113;0000;5,78591;;;
170114;0000;6,546;;;
170115;0000;6,68183;;;
170116;0000;6,97804;;;
170117;0000;5,22292;;;
170118;0000;6,13896;;;
170119;0000;6,27063;;;
170120;0000;6,065;;;
170121;0000;5,877;;;
170122;0000;7,39475;;;
170123;0000;7,56262;;;
170124;0000;5,53396;;;
170125;0000;5,17455;;;
170126;0000;6,58183;;;
170127;0000;6,72543;;;
170128;0000;6,60629;;;
170129;0000;6,01204;;;
170130;0000;8,40883;;;
170131;0000;8,11629;;;
170201;0000;12,3087;;;
170202;0000;6,97017;;;
170203;0000;10,1899;;;
170204;0000;6,77087;;;
170205;0000;7,08979;;;
170206;0000;5,49841;;;
170207;0000;9,34267;;;
170208;0000;8,41667;;;
170209;0000;8,55359;;;
170210;0000;8,90938;;;
170211;0000;7,13541;;;
170212;0000;6,271;;;
170213;0000;;;6,87424;
170214;0000;;;5,52917;
170215;0000;;;3,95496;
170216;0000;;;6,69741;
170217;0000;8,93379;;;
170218;0000;5,88863;;;
170219;0000;2,25121;;;
170220;0000;2,75996;;;
170221;0000;1,30167;;;
170222;0000;1,33771;;;
170223;0000;1,81467;;;
170224;0000;2,05554;;;
170225;0000;2,87733;;;
170226;0000;3,11796;;;
170227;0000;4,00288;;;
170228;0000;6,18675;;;
170301;0000;6,30988;;;
170302;0000;6,39296;;;
170303;0000;8,17108;;;
170304;0000;7,003;;;
170305;0000;9,38162;;;
170306;0000;9,47687;;;
170307;0000;8,92712;;;
170308;0000;12,8588;;;
170309;0000;9,1545;;;
170310;0000;8,72192;;;
170311;0000;17,4756;;;
170312;0000;10,2457;;;
170313;0000;9,76991;;;
170314;0000;4,02375;;;
170315;0000;11,2308;;;
170316;0000;19,4338;;;
170317;0000;16,2253;;;
170318;0000;7,93592;;;
170319;0000;6,43;;;
170320;0000;12,1839;;;
170321;0000;11,1549;;;
170322;0000;16,6762;;;
170323;0000;22,9631;;;
170324;0000;45,9612;;;
170325;0000;45,435;;;
170326;0000;15,9939;;;
170327;0000;12,2761;;;
170328;0000;11,3957;;;
170329;0000;16,9662;;;
170330;0000;22,1939;;;
170331;0000;25,3787;;;
170401;0000;28,3141;;;
170402;0000;27,8516;;;
170403;0000;38,7539;;;
170404;0000;35,8358;;;
170405;0000;20,8312;;;
170406;0000;36,1087;;;
170407;0000;35,5253;;;
170408;0000;49,4475;;;
170409;0000;65,3392;;;
170410;0000;18,8466;;;
170411;0000;15,1242;;;
170412;0000;21,71;;;
170413;0000;68,9083;;;
170414;0000;67,355;;;
170415;0000;35,8058;;;
170416;0000;24,0403;;;
170417;0000;21,1941;;;
170418;0000;30,794;;;
170419;0000;23,1311;;;
170420;0000;29,2036;;;
170421;0000;43,1575;;;
170422;0000;54,8176;;;
170423;0000;66,7777;;;
170424;0000;42,0258;;;
170425;0000;38,5575;;;
170426;0000;32,0157;;;
170427;0000;28,8932;;;
170428;0000;16,3334;;;
170429;0000;65,2136;;;
170430;0000;57,6727;;;
170501;0000;20;;;
170502;0000;75;;;
170503;0000;90;;;
170504;0000;24;;;
170505;0000;21;;;
170506;0000;31;;;
170507;0000;56;;;
170508;0000;53;;;
170509;0000;137;;;
170510;0000;59;;;
170511;0000;27;;;
170512;0000;19;;;
170513;0000;17;;;
170514;0000;53;;;
170515;0000;133;;;
170516;0000;23;;;
170517;0000;52;;;
170518;0000;47;;;
170519;0000;141;;;
170520;0000;46;;;
170521;0000;33;;;
170522;0000;128;;;
170523;0000;209;;;
170524;0000;97;;;
170525;0000;85;;;
170526;0000;311;;;
170527;0000;116;;;
170528;0000;53;;;
170529;0000;56;;;
170530;0000;48;;;
170531;0000;122;;;
170601;0000;187;;;
170602;0000;90;;;
170603;0000;44;;;
170604;0000;100;;;
170605;0000;160;;;
170606;0000;39;;;
170607;0000;43;;;
170608;0000;45;;;
170609;0000;49;;;
170610;0000;79;;;
170611;0000;182;;;
170612;0000;174;;;
170613;0000;102;;;
170614;0000;40;;;
170615;0000;25;;;
170616;0000;34;;;
170617;0000;88;;;
170618;0000;249;;;
170619;0000;209;;;
170620;0000;92;;;
170621;0000;31;;;
170622;0000;38;;;
170623;0000;80;;;
170624;0000;60;;;
170625;0000;22;;;
170626;0000;88;;;
170627;0000;117;;;
170628;0000;78;;;
170629;0000;53;;;
170630;0000;42;;;
170701;0000;81;;;
170702;0000;59;;;
170703;0000;33;;;
170704;0000;78;;;
170705;0000;35;;;
170706;0000;65;;;
170707;0000;54;;;
170708;0000;36;;;
170709;0000;207;;;
170710;0000;207;;;
170711;0000;226;;;
170712;0000;51;;;
170713;0000;29;;;
170714;0000;30;;;
170715;0000;142;;;
170716;0000;257;;;
170717;0000;302;;;
170718;0000;234;;;
170719;0000;111;;;
170720;0000;65;;;
170721;0000;62;;;
170722;0000;46;;;
170723;0000;61;;;
170724;0000;62;;;
170725;0000;107;;;
170726;0000;87;;;
170727;0000;35;;;
170728;0000;37;;;
170729;0000;78;;;
170730;0000;125;;;
170731;0000;108;;;
170801;0000;125;;;
170802;0000;250;;;
170803;0000;248;;;
170804;0000;130;;;
170805;0000;27;;;
170806;0000;50;;;
170807;0000;42;;;
170808;0000;20;;;
170809;0000;29;;;
170810;0000;24;;;
170811;0000;48;;;
170812;0000;28;;;
170813;0000;29;;;
170814;0000;;;32;
170815;0000;121;;;
170816;0000;77;;;
170817;0000;24;;;
170818;0000;24;;;
170819;0000;77;;;
170820;0000;138;;;
170821;0000;73;;;
170822;0000;28;;;
170823;0000;13;;;
170824;0000;21;;;
170825;0000;60;;;
170826;0000;31;;;
170827;0000;28;;;
170828;0000;84;;;
170829;0000;188;;;
170830;0000;86;;;
170831;0000;30;;;
170901;0000;31;;;
170902;0000;109;;;
170903;0000;61;;;
170904;0000;118;;;
170905;0000;54;;;
170906;0000;53;;;
170907;0000;54;;;
170908;0000;59;;;
170909;0000;59;;;
170910;0000;51;;;
170911;0000;29;;;
170912;0000;47;;;
170913;0000;17;;;
170914;0000;62;;;
170915;0000;66;;;
170916;0000;58;;;
170917;0000;37;;;
170918;0000;20;;;
170919;0000;28;;;
170920;0000;26;;;
170921;0000;52;;;
170922;0000;39;;;
170923;0000;38;;;
170924;0000;71;;;
170925;0000;43;;;
170926;0000;31;;;
170927;0000;28;;;
170928;0000;33;;;
170929;0000;28;;;
170930;0000;19;;;
171001;0000;22;;;
171002;0000;16;;;
171003;0000;16;;;
171004;0000;18;;;
171005;0000;18;;;
171006;0000;15;;;
171007;0000;26;;;
171008;0000;17;;;
171009;0000;23;;;
171010;0000;32;;;
171011;0000;19;;;
171012;0000;18;;;
171013;0000;9;;;
171014;0000;7;;;
171015;0000;6;;;
171016;0000;17;;;
171017;0000;25;;;
171018;0000;17;;;
171019;0000;24;;;
171020;0000;18;;;
171021;0000;25;;;
171022;0000;11;;;
171023;0000;23;;;
171024;0000;12;;;
171025;0000;16;;;
171026;0000;13;;;
171027;0000;8;;;
171028;0000;11;;;
171029;0000;14;;;
171030;0000;21;;;
171031;0000;14;;;
171101;0000;20;;;
171102;0000;17;;;
171103;0000;25;;;
171104;0000;17;;;
171105;0000;10;;;
171106;0000;7;;;
171107;0000;11;;;
171108;0000;13;;;
171109;0000;9;;;
171110;0000;8;;;
171111;0000;8;;;
171112;0000;4;;;
171113;0000;3;;;
171114;0000;10;;;
171115;0000;10;;;
171116;0000;11;;;
171117;0000;13;;;
171118;0000;13;;;
171119;0000;6;;;
171120;0000;8;;;
171121;0000;9;;;
171122;0000;7;;;
171123;0000;11;;;
171124;0000;12;;;
171125;0000;6;;;
171126;0000;5;;;
171127;0000;9;;;
171128;0000;12;;;
171129;0000;8;;;
171130;0000;6;;;
171201;0000;7;;;
171202;0000;9;;;
171203;0000;7;;;
171204;0000;6;;;
171205;0000;6;;;
171206;0000;4;;;
171207;0000;5;;;
171208;0000;4;;;
171209;0000;3;;;
171210;0000;3;;;
171211;0000;7;;;
171212;0000;9;;;
171213;0000;3;;;
171214;0000;4;;;
171215;0000;2;;;
171216;0000;9;;;
171217;0000;8;;;
171218;0000;6;;;
171219;0000;5;;;
171220;0000;4;;;
171221;0000;5;;;
171222;0000;7;;;
171223;0000;6;;;
171224;0000;4;;;
171225;0000;2;;;
171226;0000;2;;;
171227;0000;3;;;
171228;0000;5;;;
171229;0000;5;;;
171230;0000;4;;;
171231;0000;7;;;
180101;0000;4;;;
180102;0000;3;;;
180103;0000;3;;;
180104;0000;4;;;
180105;0000;3;;;
180106;0000;4;;;
180107;0000;2;;;
180108;0000;3;;;
180109;0000;2;;;
180110;0000;4;;;
180111;0000;3;;;
180112;0000;;;2;
180113;0000;;;1;
180114;0000;;;3;
180115;0000;;;6;
180116;0000;6;;;
180117;0000;3;;;
180118;0000;5;;;
180119;0000;7;;;
180120;0000;5;;;
180121;0000;7;;;
180122;0000;6;;;
180123;0000;6;;;
180124;0000;8;;;
180125;0000;8;;;
180126;0000;6;;;
180127;0000;5;;;
180128;0000;6;;;
180129;0000;7;;;
180130;0000;6;;;
180131;0000;6;;;
180201;0000;;;;
180202;0000;8;;;
180203;0000;4;;;
180204;0000;4;;;
180205;0000;7;;;
180206;0000;6;;;
180207;0000;6;;;
180208;0000;6;;;
180209;0000;8;;;
180210;0000;8;;;
180211;0000;7;;;
180212;0000;8;;;
180213;0000;9;;;
180214;0000;7;;;
180215;0000;6;;;
180216;0000;5;;;
180217;0000;4;;;
180218;0000;7;;;
180219;0000;8;;;
180220;0000;7;;;
180221;0000;9;;;
180222;0000;13;;;
180223;0000;7;;;
180224;0000;8;;;
180225;0000;6;;;
180226;0000;6;;;
180227;0000;7;;;
180228;0000;6;;;
180301;0000;8;;;
180302;0000;8;;;
180303;0000;10;;;
180304;0000;8;;;
180305;0000;9;;;
180306;0000;9;;;
180307;0000;12;;;
180308;0000;7;;;
180309;0000;17;;;
180310;0000;14;;;
180311;0000;12;;;
180312;0000;15;;;
180313;0000;17;;;
180314;0000;29;;;
180315;0000;24;;;
180316;0000;;;10;
180317;0000;;;4;
180318;0000;;;5;
180319;0000;;;15;
180320;0000;17;;;
180321;0000;21;;;
180322;0000;15;;;
180323;0000;20;;;
180324;0000;27;;;
180325;0000;30;;;
180326;0000;28;;;
180327;0000;19;;;
180328;0000;22;;;
180329;0000;12;;;
180330;0000;16;;;
180331;0000;18;;;
180401;0000;13;;;
180402;0000;22;;;
180403;0000;20;;;
180404;0000;31;;;
180405;0000;42;;;
180406;0000;73;;;
180407;0000;74;;;
180408;0000;59;;;
180409;0000;29;;;
180410;0000;20;;;
180411;0000;64;;;
180412;0000;51;;;
180413;0000;69;;;
180414;0000;100;;;
180415;0000;51;;;
180416;0000;92;;;
180417;0000;71;;;
180418;0000;74;;;
180419;0000;58;;;
180420;0000;41;;;
180421;0000;36;;;
180422;0000;68;;;
180423;0000;112;;;
180424;0000;90;;;
180425;0000;68;;;
180426;0000;44;;;
180427;0000;84;;;
180428;0000;109;;;
180429;0000;178;;;
180430;0000;103;;;
180501;0000;38;;;
180502;0000;35;;;
180503;0000;56;;;
180504;0000;118;;;
180505;0000;69;;;
180506;0000;99;;;
180507;0000;67;;;
180508;0000;33;;;
180509;0000;47;;;
180510;0000;66;;;
180511;0000;110;;;
180512;0000;76;;;
180513;0000;23;;;
180514;0000;51;;;
180515;0000;97;;;
180516;0000;60;;;
180517;0000;44;;;
180518;0000;123;;;
180519;0000;76;;;
180520;0000;124;;;
180521;0000;268;;;
180522;0000;319;;;
180523;0000;289;;;
180524;0000;191;;;
180525;0000;93;;;
180526;0000;48;;;
180527;0000;34;;;
180528;0000;38;;;
180529;0000;117;;;
180530;0000;96;;;
180531;0000;107;;;
180601;0000;107;;;
180602;0000;238;;;
180603;0000;129;;;
180604;0000;173;;;
180605;0000;69;;;
180606;0000;238;;;
180607;0000;74;;;
180608;0000;86;;;
180609;0000;46;;;
180610;0000;50;;;
180611;0000;91;;;
180612;0000;142;;;
180613;0000;132;;;
180614;0000;85;;;
180615;0000;93;;;
180616;0000;233;;;
180617;0000;90;;;
180618;0000;78;;;
180619;0000;100;;;
180620;0000;67;;;
180621;0000;91;;;
180622;0000;74;;;
180623;0000;108;;;
180624;0000;99;;;
180625;0000;29;;;
180626;0000;35;;;
180627;0000;106;;;
180628;0000;85;;;
180629;0000;34;;;
180630;0000;48;;;
180701;0000;80;;;
180702;0000;89;;;
180703;0000;103;;;
180704;0000;20;;;
180705;0000;25;;;
180706;0000;29;;;
180707;0000;126;;;
180708;0000;132;;;
180709;0000;141;;;
180710;0000;93;;;
180711;0000;124;;;
180712;0000;37;;;
180713;0000;21;;;
180714;0000;39;;;
180715;0000;165;;;
180716;0000;65;;;
180717;0000;81;;;
180718;0000;82;;;
180719;0000;146;;;
180720;0000;112;;;
180721;0000;76;;;
180722;0000;128;;;
180723;0000;113;;;
180724;0000;193;;;
180725;0000;269;;;
180726;0000;126;;;
180727;0000;127;;;
180728;0000;126;;;
180729;0000;55;;;
180730;0000;108;;;
180731;0000;179;;;
180801;0000;269;;;
180802;0000;66;;;
180803;0000;69;;;
180804;0000;35;;;
180805;0000;26;;;
180806;0000;27;;;
180807;0000;162;;;
180808;0000;184;;;
180809;0000;200;;;
180810;0000;166;;;
180811;0000;76;;;
180812;0000;58;;;
180813;0000;86;;;
180814;0000;79;;;
180815;0000;177;;;
180816;0000;67;;;
180817;0000;40;;;
180818;0000;133;;;
180819;0000;155;;;
180820;0000;136;;;
180821;0000;79;;;
180822;0000;36;;;
180823;0000;56;;;
180824;0000;64;;;
180825;0000;65;;;
180826;0000;65;;;
180827;0000;79;;;
180828;0000;48;;;
180829;0000;31;;;
180830;0000;114;;;
180831;0000;90;;;
180901;0000;57;;;
180902;0000;61;;;
180903;0000;62;;;
180904;0000;63;;;
180905;0000;39;;;
180906;0000;95;;;
180907;0000;87;;;
180908;0000;92;;;
180909;0000;53;;;
180910;0000;60;;;
180911;0000;46;;;
180912;0000;34;;;
180913;0000;50;;;
180914;0000;27;;;
180915;0000;59;;;
180916;0000;36;;;
180917;0000;26;;;
180918;0000;34;;;
180919;0000;21;;;
180920;0000;15;;;
180921;0000;19;;;
180922;0000;18;;;
180923;0000;53;;;
180924;0000;57;;;
180925;0000;35;;;
180926;0000;55;;;
180927;0000;20;;;
180928;0000;22;;;
180929;0000;19;;;
180930;0000;27;;;
181001;0000;51;;;
181002;0000;35;;;
181003;0000;;;;
181004;0000;;;;
181005;0000;31;;;
181006;0000;19;;;
181007;0000;26;;;
181008;0000;20;;;
181009;0000;62;;;
181010;0000;36;;;
181011;0000;21;;;
181012;0000;59;;;
181013;0000;44;;;
181014;0000;19;;;
181015;0000;20;;;
181016;0000;21;;;
181017;0000;24;;;
181018;0000;18;;;
181019;0000;16;;;
181020;0000;28;;;
181021;0000;27;;;
181022;0000;28;;;
181023;0000;23;;;
181024;0000;31;;;
181025;0000;32;;;
181026;0000;15;;;
181027;0000;11;;;
181028;0000;10;;;
181029;0000;11;;;
181030;0000;15;;;
181031;0000;22;;;
181101;0000;18;;;
181102;0000;17;;;
181103;0000;13;;;
181104;0000;15;;;
181105;0000;23;;;
181106;0000;25;;;
181107;0000;14;;;
181108;0000;11;;;
181109;0000;12;;;
181110;0000;18;;;
181111;0000;21;;;
181112;0000;16;;;
181113;0000;10;;;
181114;0000;12;;;
181115;0000;10;;;
181116;0000;24;;;
181117;0000;19;;;
181118;0000;11;;;
181119;0000;10;;;
181120;0000;9;;;
181121;0000;5;;;
181122;0000;10;;;
181123;0000;9;;;
181124;0000;9;;;
181125;0000;9;;;
181126;0000;8;;;
181127;0000;9;;;
181128;0000;6;;;
181129;0000;5;;;
181130;0000;7;;;
181201;0000;11;;;
181202;0000;10;;;
181203;0000;;;;
181204;0000;7;;;
181205;0000;5;;;
181206;0000;9;;;
181207;0000;11;;;
181208;0000;10;;;
181209;0000;;;;
181210;0000;9;;;
181211;0000;6;;;
181212;0000;8;;;
181213;0000;12;;;
181214;0000;8;;;
181215;0000;9;;;
181216;0000;7;;;
181217;0000;7;;;
181218;0000;8;;;
181219;0000;5;;;
181220;0000;5;;;
181221;0000;5;;;
181222;0000;6;;;
181223;0000;5;;;
181224;0000;5;;;
181225;0000;4;;;
181226;0000;9;;;
181227;0000;9;;;
181228;0000;6;;;
181229;0000;14;;;
181230;0000;12;;;
181231;0000;8;;;
190101;0000;6;;;
190102;0000;6;;;
190103;0000;5;;;
190104;0000;4;;;
190105;0000;5;;;
190106;0000;3;;;
190107;0000;6;;;
190108;0000;10;;;
190109;0000;8;;;
190110;0000;8;;;
190111;0000;12;;;
190112;0000;8;;;
190113;0000;4;;;
190114;0000;7;;;
190115;0000;6;;;
190116;0000;5;;;
190117;0000;7;;;
190118;0000;8;;;
190119;0000;7;;;
190120;0000;6;;;
190121;0000;8;;;
190122;0000;7;;;
190123;0000;7;;;
190124;0000;6;;;
190125;0000;4;;;
190126;0000;7;;;
190127;0000;7;;;
190128;0000;6;;;
190129;0000;4;;;
190130;0000;5;;;
190131;0000;7;;;
190201;0000;8;;;
190202;0000;11;;;
190203;0000;15;;;
190204;0000;53;;;
190205;0000;5;;;
190206;0000;6;;;
190207;0000;6;;;
190208;0000;8;;;
190209;0000;7;;;
190210;0000;;;;
190211;0000;;;;
190212;0000;;;;
190213;0000;;;;
190214;0000;;;;
190215;0000;13;;;
