FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160817;0000;26,489;;;
160818;0000;27,7705;;;
160819;0000;25,6833;;;
160820;0000;27,218;;;
160821;0000;12,998;;;
160822;0000;22,3413;;;
160823;0000;25,8362;;;
160824;0000;44,4783;;;
160825;0000;28,7055;;;
160826;0000;20,0502;;;
160827;0000;21,7232;;;
160828;0000;31,9608;;;
160829;0000;50,7637;;;
160830;0000;38,5975;;;
160831;0000;12,817;;;
160901;0000;24,3466;;;
160902;0000;36,5118;;;
160903;0000;66,1857;;;
160904;0000;33,8198;;;
160905;0000;40,6408;;;
160906;0000;37,6233;;;
160907;0000;41,0117;;;
160908;0000;53,5162;;;
160909;0000;19,0954;;;
160910;0000;18,2925;;;
160911;0000;15,513;;;
160912;0000;17,8387;;;
160913;0000;11,7108;;;
160914;0000;18,1244;;;
160915;0000;27,7549;;;
160916;0000;40,8658;;;
160917;0000;17,3204;;;
160918;0000;29,01;;;
160919;0000;21,0467;;;
160920;0000;17,015;;;
160921;0000;17,7533;;;
160922;0000;16,9088;;;
160923;0000;16,7047;;;
160924;0000;18,355;;;
160925;0000;13,0669;;;
160926;0000;26,5392;;;
160927;0000;22,48;;;
160928;0000;15,8104;;;
160929;0000;10,3163;;;
160930;0000;12,6008;;;
161001;0000;12,5975;;;
161002;0000;13,8673;;;
161003;0000;11,0643;;;
161004;0000;7,79858;;;
161005;0000;10,5762;;;
161006;0000;12,1442;;;
161007;0000;11,9903;;;
161008;0000;13,7885;;;
161009;0000;11,9342;;;
161010;0000;10,8158;;;
161011;0000;9,17896;;;
161012;0000;17,4417;;;
161013;0000;13,0876;;;
161014;0000;15,83;;;
161015;0000;9,66583;;;
161016;0000;5,99179;;;
161017;0000;7,78544;;;
161018;0000;7,16971;;;
161019;0000;14,5032;;;
161020;0000;17,4842;;;
161021;0000;7,71167;;;
161022;0000;11,9395;;;
161023;0000;7,42421;;;
161024;0000;5,17779;;;
161025;0000;9,90945;;;
161026;0000;12,8983;;;
161027;0000;9,10696;;;
161028;0000;12,6842;;;
161029;0000;14,7997;;;
161030;0000;8,28679;;;
161031;0000;5,81971;;;
161101;0000;3,86333;;;
161102;0000;6,96529;;;
161103;0000;6,24379;;;
161104;0000;9,65483;;;
161105;0000;8,24641;;;
161106;0000;7,17604;;;
161107;0000;14,1693;;;
161108;0000;8,91309;;;
161109;0000;7,46521;;;
161110;0000;6,97517;;;
161111;0000;9,08299;;;
161112;0000;13,7196;;;
161113;0000;8,66983;;;
161114;0000;7,05442;;;
161115;0000;5,71629;;;
161116;0000;8,10834;;;
161117;0000;10,3046;;;
161118;0000;14,9139;;;
161119;0000;16,0267;;;
161120;0000;9,3132;;;
161121;0000;8,13184;;;
161122;0000;7,86279;;;
161123;0000;8,80391;;;
161124;0000;9,10266;;;
161125;0000;6,75462;;;
161126;0000;4,45734;;;
161127;0000;5,39425;;;
161128;0000;9,41376;;;
161129;0000;12,6482;;;
161130;0000;20,8971;;;
161201;0000;17,4721;;;
161202;0000;12,1303;;;
161203;0000;12,0254;;;
161204;0000;6,77071;;;
161205;0000;4,92135;;;
161206;0000;8,314;;;
161207;0000;7,28325;;;
161208;0000;11,714;;;
161209;0000;9,364;;;
161210;0000;8,19708;;;
161211;0000;5,48608;;;
161212;0000;6,01138;;;
161213;0000;8,45354;;;
161214;0000;12,5063;;;
161215;0000;37,0096;;;
161216;0000;28,0555;;;
161217;0000;15,9507;;;
161218;0000;9,14626;;;
161219;0000;8,55925;;;
161220;0000;6,78125;;;
161221;0000;6,38342;;;
161222;0000;7,41258;;;
161223;0000;6,74017;;;
161224;0000;7,33109;;;
161225;0000;5,56358;;;
161226;0000;3,87667;;;
161227;0000;8,267;;;
161228;0000;10,2222;;;
161229;0000;10,5334;;;
161230;0000;11,0734;;;
161231;0000;10,9693;;;
170101;0000;7,2325;;;
170102;0000;7,29437;;;
170103;0000;5,73861;;;
170104;0000;8,02824;;;
170105;0000;7,86655;;;
170106;0000;10,0887;;;
170107;0000;7,41575;;;
170108;0000;5,02233;;;
170109;0000;4,63521;;;
170110;0000;6,52534;;;
170111;0000;9,4232;;;
170112;0000;10,9643;;;
170113;0000;8,56396;;;
170114;0000;7,96738;;;
170115;0000;11,9573;;;
170116;0000;13,0826;;;
170117;0000;;;8,13574;
170118;0000;;;1,95583;
170119;0000;;;2,59375;
170120;0000;;;5,083;
170121;0000;13,8041;;;
170122;0000;72,0148;;;
170123;0000;79,3209;;;
170124;0000;18,6716;;;
170125;0000;13,5163;;;
170126;0000;50,3221;;;
170127;0000;74,2029;;;
170128;0000;142,35;;;
170129;0000;99,5905;;;
170130;0000;28,5508;;;
170131;0000;25,5267;;;
170201;0000;33,6779;;;
170202;0000;19,0512;;;
170203;0000;10,8424;;;
170204;0000;10,7239;;;
170205;0000;10,2098;;;
170206;0000;10,9327;;;
170207;0000;13,5133;;;
170208;0000;11,5426;;;
170209;0000;10,9727;;;
170210;0000;13,2233;;;
170211;0000;13,9502;;;
170212;0000;11,9553;;;
170213;0000;14,049;;;
170214;0000;16,4446;;;
170215;0000;16,3717;;;
170216;0000;11,1261;;;
170217;0000;9,56445;;;
170218;0000;10,4034;;;
170219;0000;7,73908;;;
170220;0000;10,243;;;
170221;0000;9,49908;;;
170222;0000;18,6362;;;
170223;0000;11,8949;;;
170224;0000;18,5388;;;
170225;0000;12,7637;;;
170226;0000;9,66078;;;
170227;0000;9,74962;;;
170228;0000;10,0318;;;
170301;0000;10,33;;;
170302;0000;12,2701;;;
170303;0000;9,51962;;;
170304;0000;12,0567;;;
170305;0000;9,82567;;;
170306;0000;10,4757;;;
170307;0000;16,1574;;;
170308;0000;18,1729;;;
170309;0000;13,9538;;;
170310;0000;9,98691;;;
170311;0000;9,82358;;;
170312;0000;10,3244;;;
170313;0000;13,0429;;;
170314;0000;14,1378;;;
170315;0000;12,2844;;;
170316;0000;34,6683;;;
170317;0000;19,2839;;;
170318;0000;17,8842;;;
170319;0000;33,4604;;;
170320;0000;14,6147;;;
170321;0000;15,5396;;;
170322;0000;17,574;;;
170323;0000;10,604;;;
170324;0000;7,62434;;;
170325;0000;8,27704;;;
170326;0000;6,69371;;;
170327;0000;9,72412;;;
170328;0000;10,4909;;;
170329;0000;9,50096;;;
170330;0000;10,4335;;;
170331;0000;11,7696;;;
170401;0000;13,1554;;;
170402;0000;8,52658;;;
170403;0000;9,21922;;;
170404;0000;10,9813;;;
170405;0000;14,9848;;;
170406;0000;15,164;;;
170407;0000;4,22475;;;
170408;0000;8,98108;;;
170409;0000;12,0712;;;
170410;0000;17,0535;;;
170411;0000;13,863;;;
170412;0000;15,0587;;;
170413;0000;15,2767;;;
170414;0000;16,9754;;;
170415;0000;15,5496;;;
170416;0000;24,4242;;;
170417;0000;24,899;;;
170418;0000;14,3242;;;
170419;0000;17,6769;;;
170420;0000;7,84771;;;
170421;0000;10,3643;;;
170422;0000;10,8312;;;
170423;0000;22,3979;;;
170424;0000;33,26;;;
170425;0000;18,5331;;;
170426;0000;13,672;;;
170427;0000;30,9739;;;
170428;0000;20,8442;;;
170429;0000;46,4487;;;
170430;0000;45,7729;;;
170501;0000;29;;;
170502;0000;21;;;
170503;0000;31;;;
170504;0000;46;;;
170505;0000;37;;;
170506;0000;28;;;
170507;0000;11;;;
170508;0000;11;;;
170509;0000;31;;;
170510;0000;30;;;
170511;0000;10;;;
170512;0000;26;;;
170513;0000;12;;;
170514;0000;8;;;
170515;0000;19;;;
170516;0000;46;;;
170517;0000;25;;;
170518;0000;29;;;
170519;0000;59;;;
170520;0000;36;;;
170521;0000;57;;;
170522;0000;25;;;
170523;0000;48;;;
170524;0000;39;;;
170525;0000;44;;;
170526;0000;48;;;
170527;0000;110;;;
170528;0000;76;;;
170529;0000;61;;;
170530;0000;101;;;
170531;0000;76;;;
170601;0000;80;;;
170602;0000;54;;;
170603;0000;59;;;
170604;0000;48;;;
170605;0000;50;;;
170606;0000;74;;;
170607;0000;69;;;
170608;0000;37;;;
170609;0000;70;;;
170610;0000;50;;;
170611;0000;26;;;
170612;0000;42;;;
170613;0000;77;;;
170614;0000;61;;;
170615;0000;25;;;
170616;0000;9;;;
170617;0000;15;;;
170618;0000;23;;;
170619;0000;38;;;
170620;0000;84;;;
170621;0000;27;;;
170622;0000;19;;;
170623;0000;30;;;
170624;0000;43;;;
170625;0000;18;;;
170626;0000;43;;;
170627;0000;37;;;
170628;0000;16;;;
170629;0000;48;;;
170630;0000;65;;;
170701;0000;70;;;
170702;0000;49;;;
170703;0000;37;;;
170704;0000;42;;;
170705;0000;60;;;
170706;0000;80;;;
170707;0000;42;;;
170708;0000;91;;;
170709;0000;84;;;
170710;0000;40;;;
170711;0000;90;;;
170712;0000;35;;;
170713;0000;27;;;
170714;0000;43;;;
170715;0000;40;;;
170716;0000;23;;;
170717;0000;69;;;
170718;0000;91;;;
170719;0000;73;;;
170720;0000;57;;;
170721;0000;41;;;
170722;0000;43;;;
170723;0000;30;;;
170724;0000;42;;;
170725;0000;37;;;
170726;0000;60;;;
170727;0000;83;;;
170728;0000;67;;;
170729;0000;26;;;
170730;0000;110;;;
170731;0000;73;;;
170801;0000;109;;;
170802;0000;89;;;
170803;0000;80;;;
170804;0000;94;;;
170805;0000;54;;;
170806;0000;56;;;
170807;0000;49;;;
170808;0000;60;;;
170809;0000;16;;;
170810;0000;12;;;
170811;0000;24;;;
170812;0000;31;;;
170813;0000;21;;;
170814;0000;59;;;
170815;0000;25;;;
170816;0000;43;;;
170817;0000;63;;;
170818;0000;34;;;
170819;0000;27;;;
170820;0000;17;;;
170821;0000;44;;;
170822;0000;12;;;
170823;0000;13;;;
170824;0000;15;;;
170825;0000;36;;;
170826;0000;51;;;
170827;0000;23;;;
170828;0000;17;;;
170829;0000;16;;;
170830;0000;34;;;
170831;0000;44;;;
170901;0000;15;;;
170902;0000;14;;;
170903;0000;24;;;
170904;0000;25;;;
170905;0000;29;;;
170906;0000;57;;;
170907;0000;17;;;
170908;0000;9;;;
170909;0000;21;;;
170910;0000;31;;;
170911;0000;32;;;
170912;0000;22;;;
170913;0000;11;;;
170914;0000;7;;;
170915;0000;15;;;
170916;0000;24;;;
170917;0000;20;;;
170918;0000;17;;;
170919;0000;9;;;
170920;0000;8;;;
170921;0000;14;;;
170922;0000;15;;;
170923;0000;12;;;
170924;0000;8;;;
170925;0000;17;;;
170926;0000;16;;;
170927;0000;19;;;
170928;0000;14;;;
170929;0000;20;;;
170930;0000;14;;;
171001;0000;14;;;
171002;0000;11;;;
171003;0000;12;;;
171004;0000;9;;;
171005;0000;8;;;
171006;0000;12;;;
171007;0000;10;;;
171008;0000;6;;;
171009;0000;4;;;
171010;0000;7;;;
171011;0000;7;;;
171012;0000;9;;;
171013;0000;13;;;
171014;0000;13;;;
171015;0000;14;;;
171016;0000;7;;;
171017;0000;7;;;
171018;0000;7;;;
171019;0000;9;;;
171020;0000;10;;;
171021;0000;11;;;
171022;0000;9;;;
171023;0000;8;;;
171024;0000;6;;;
171025;0000;8;;;
171026;0000;7;;;
171027;0000;8;;;
171028;0000;3;;;
171029;0000;4;;;
171030;0000;6;;;
171031;0000;5;;;
171101;0000;8;;;
171102;0000;6;;;
171103;0000;8;;;
171104;0000;9;;;
171105;0000;6;;;
171106;0000;8;;;
171107;0000;9;;;
171108;0000;8;;;
171109;0000;7;;;
171110;0000;10;;;
171111;0000;7;;;
171112;0000;7;;;
171113;0000;7;;;
171114;0000;7;;;
171115;0000;4;;;
171116;0000;6;;;
171117;0000;5;;;
171118;0000;7;;;
171119;0000;5;;;
171120;0000;7;;;
171121;0000;10;;;
171122;0000;8;;;
171123;0000;8;;;
171124;0000;9;;;
171125;0000;12;;;
171126;0000;9;;;
171127;0000;7;;;
171128;0000;8;;;
171129;0000;11;;;
171130;0000;14;;;
171201;0000;11;;;
171202;0000;10;;;
171203;0000;8;;;
171204;0000;10;;;
171205;0000;9;;;
171206;0000;10;;;
171207;0000;10;;;
171208;0000;7;;;
171209;0000;8;;;
171210;0000;8;;;
171211;0000;10;;;
171212;0000;6;;;
171213;0000;5;;;
171214;0000;8;;;
171215;0000;5;;;
171216;0000;4;;;
171217;0000;5;;;
171218;0000;6;;;
171219;0000;8;;;
171220;0000;8;;;
171221;0000;7;;;
171222;0000;7;;;
171223;0000;7;;;
171224;0000;7;;;
171225;0000;6;;;
171226;0000;5;;;
171227;0000;5;;;
171228;0000;5;;;
171229;0000;6;;;
171230;0000;5;;;
171231;0000;9;;;
180101;0000;7;;;
180102;0000;7;;;
180103;0000;6;;;
180104;0000;4;;;
180105;0000;6;;;
180106;0000;7;;;
180107;0000;7;;;
180108;0000;;;6;
180109;0000;;;5;
180110;0000;;;6;
180111;0000;;;3;
180112;0000;;;6;
180113;0000;5;;;
180114;0000;7;;;
180115;0000;4;;;
180116;0000;9;;;
180117;0000;8;;;
180118;0000;7;;;
180119;0000;7;;;
180120;0000;8;;;
180121;0000;7;;;
180122;0000;8;;;
180123;0000;8;;;
180124;0000;8;;;
180125;0000;10;;;
180126;0000;7;;;
180127;0000;6;;;
180128;0000;5;;;
180129;0000;9;;;
180130;0000;7;;;
180131;0000;9;;;
180201;0000;17;;;
180202;0000;11;;;
180203;0000;12;;;
180204;0000;8;;;
180205;0000;6;;;
180206;0000;8;;;
180207;0000;6;;;
180208;0000;5;;;
180209;0000;5;;;
180210;0000;6;;;
180211;0000;7;;;
180212;0000;10;;;
180213;0000;13;;;
180214;0000;10;;;
180215;0000;9;;;
180216;0000;13;;;
180217;0000;8;;;
180218;0000;4;;;
180219;0000;4;;;
180220;0000;5;;;
180221;0000;6;;;
180222;0000;5;;;
180223;0000;4;;;
180224;0000;5;;;
180225;0000;5;;;
180226;0000;8;;;
180227;0000;7;;;
180228;0000;6;;;
180301;0000;11;;;
180302;0000;10;;;
180303;0000;9;;;
180304;0000;8;;;
180305;0000;7;;;
180306;0000;17;;;
180307;0000;11;;;
180308;0000;9;;;
180309;0000;9;;;
180310;0000;6;;;
180311;0000;5;;;
180312;0000;5;;;
180313;0000;7;;;
180314;0000;7;;;
180315;0000;7;;;
180316;0000;7;;;
180317;0000;6;;;
180318;0000;3;;;
180319;0000;6;;;
180320;0000;12;;;
180321;0000;10;;;
180322;0000;4;;;
180323;0000;6;;;
180324;0000;7;;;
180325;0000;8;;;
180326;0000;9;;;
180327;0000;18;;;
180328;0000;20;;;
180329;0000;15;;;
180330;0000;19;;;
180331;0000;7;;;
180401;0000;10;;;
180402;0000;9;;;
180403;0000;18;;;
180404;0000;27;;;
180405;0000;9;;;
180406;0000;12;;;
180407;0000;12;;;
180408;0000;9;;;
180409;0000;6;;;
180410;0000;6;;;
180411;0000;3;;;
180412;0000;12;;;
180413;0000;16;;;
180414;0000;24;;;
180415;0000;36;;;
180416;0000;26;;;
180417;0000;11;;;
180418;0000;20;;;
180419;0000;36;;;
180420;0000;33;;;
180421;0000;37;;;
180422;0000;26;;;
180423;0000;14;;;
180424;0000;27;;;
180425;0000;39;;;
180426;0000;19;;;
180427;0000;9;;;
180428;0000;32;;;
180429;0000;40;;;
180430;0000;36;;;
180501;0000;40;;;
180502;0000;28;;;
180503;0000;19;;;
180504;0000;24;;;
180505;0000;31;;;
180506;0000;9;;;
180507;0000;13;;;
180508;0000;17;;;
180509;0000;26;;;
180510;0000;25;;;
180511;0000;57;;;
180512;0000;50;;;
180513;0000;16;;;
180514;0000;13;;;
180515;0000;16;;;
180516;0000;38;;;
180517;0000;31;;;
180518;0000;16;;;
180519;0000;28;;;
180520;0000;50;;;
180521;0000;20;;;
180522;0000;39;;;
180523;0000;105;;;
180524;0000;113;;;
180525;0000;110;;;
180526;0000;64;;;
180527;0000;85;;;
180528;0000;51;;;
180529;0000;16;;;
180530;0000;42;;;
180531;0000;28;;;
180601;0000;51;;;
180602;0000;96;;;
180603;0000;55;;;
180604;0000;94;;;
180605;0000;129;;;
180606;0000;46;;;
180607;0000;44;;;
180608;0000;84;;;
180609;0000;24;;;
180610;0000;12;;;
180611;0000;32;;;
180612;0000;49;;;
180613;0000;33;;;
180614;0000;58;;;
180615;0000;100;;;
180616;0000;155;;;
180617;0000;80;;;
180618;0000;43;;;
180619;0000;41;;;
180620;0000;23;;;
180621;0000;24;;;
180622;0000;66;;;
180623;0000;123;;;
180624;0000;45;;;
180625;0000;93;;;
180626;0000;121;;;
180627;0000;72;;;
180628;0000;29;;;
180629;0000;50;;;
180630;0000;58;;;
180701;0000;37;;;
180702;0000;35;;;
180703;0000;35;;;
180704;0000;21;;;
180705;0000;20;;;
180706;0000;17;;;
180707;0000;14;;;
180708;0000;42;;;
180709;0000;80;;;
180710;0000;45;;;
180711;0000;35;;;
180712;0000;57;;;
180713;0000;86;;;
180714;0000;29;;;
180715;0000;11;;;
180716;0000;24;;;
180717;0000;19;;;
180718;0000;34;;;
180719;0000;48;;;
180720;0000;64;;;
180721;0000;81;;;
180722;0000;29;;;
180723;0000;43;;;
180724;0000;110;;;
180725;0000;96;;;
180726;0000;111;;;
180727;0000;57;;;
180728;0000;76;;;
180729;0000;51;;;
180730;0000;39;;;
180731;0000;50;;;
180801;0000;124;;;
180802;0000;120;;;
180803;0000;34;;;
180804;0000;32;;;
180805;0000;92;;;
180806;0000;68;;;
180807;0000;13;;;
180808;0000;50;;;
180809;0000;82;;;
180810;0000;66;;;
180811;0000;72;;;
180812;0000;;;;
180813;0000;14;;;
180814;0000;17;;;
180815;0000;34;;;
180816;0000;;;;
180817;0000;48;;;
180818;0000;9;;;
180819;0000;27;;;
180820;0000;46;;;
180821;0000;48;;;
180822;0000;28;;;
180823;0000;21;;;
180824;0000;35;;;
180825;0000;12;;;
180826;0000;25;;;
180827;0000;36;;;
180828;0000;;;;
180829;0000;61;;;
180830;0000;28;;;
180831;0000;33;;;
180901;0000;29;;;
180902;0000;32;;;
180903;0000;14;;;
180904;0000;14;;;
180905;0000;25;;;
180906;0000;16;;;
180907;0000;27;;;
180908;0000;37;;;
180909;0000;41;;;
180910;0000;23;;;
180911;0000;17;;;
180912;0000;27;;;
180913;0000;24;;;
180914;0000;18;;;
180915;0000;18;;;
180916;0000;15;;;
180917;0000;21;;;
180918;0000;8;;;
180919;0000;26;;;
180920;0000;28;;;
180921;0000;19;;;
180922;0000;10;;;
180923;0000;6;;;
180924;0000;12;;;
180925;0000;22;;;
180926;0000;27;;;
180927;0000;16;;;
180928;0000;17;;;
180929;0000;6;;;
180930;0000;7;;;
181001;0000;6;;;
181002;0000;8;;;
181003;0000;8;;;
181004;0000;11;;;
181005;0000;13;;;
181006;0000;20;;;
181007;0000;13;;;
181008;0000;6;;;
181009;0000;5;;;
181010;0000;20;;;
181011;0000;16;;;
181012;0000;10;;;
181013;0000;14;;;
181014;0000;13;;;
181015;0000;6;;;
181016;0000;3;;;
181017;0000;2;;;
181018;0000;3;;;
181019;0000;4;;;
181020;0000;4;;;
181021;0000;2;;;
181022;0000;6;;;
181023;0000;14;;;
181024;0000;3;;;
181025;0000;5;;;
181026;0000;6;;;
181027;0000;7;;;
181028;0000;4;;;
181029;0000;3;;;
181030;0000;4;;;
181031;0000;4;;;
181101;0000;10;;;
181102;0000;4;;;
181103;0000;5;;;
181104;0000;2;;;
181105;0000;5;;;
181106;0000;6;;;
181107;0000;9;;;
181108;0000;7;;;
181109;0000;4;;;
181110;0000;2;;;
181111;0000;2;;;
181112;0000;2;;;
181113;0000;4;;;
181114;0000;5;;;
181115;0000;3;;;
181116;0000;2;;;
181117;0000;2;;;
181118;0000;2;;;
181119;0000;4;;;
181120;0000;5;;;
181121;0000;3;;;
181122;0000;2;;;
181123;0000;4;;;
181124;0000;4;;;
181125;0000;4;;;
181126;0000;4;;;
181127;0000;5;;;
181128;0000;6;;;
181129;0000;7;;;
181130;0000;8;;;
181201;0000;6;;;
181202;0000;7;;;
181203;0000;5;;;
181204;0000;6;;;
181205;0000;10;;;
181206;0000;11;;;
181207;0000;7;;;
181208;0000;3;;;
181209;0000;3;;;
181210;0000;3;;;
181211;0000;3;;;
181212;0000;4;;;
181213;0000;2;;;
181214;0000;2;;;
181215;0000;3;;;
181216;0000;4;;;
181217;0000;4;;;
181218;0000;8;;;
181219;0000;8;;;
181220;0000;5;;;
181221;0000;7;;;
181222;0000;8;;;
181223;0000;8;;;
181224;0000;8;;;
181225;0000;8;;;
181226;0000;6;;;
181227;0000;4;;;
181228;0000;5;;;
181229;0000;3;;;
181230;0000;3;;;
181231;0000;7;;;
190101;0000;4;;;
190102;0000;5;;;
190103;0000;5;;;
190104;0000;7;;;
190105;0000;11;;;
190106;0000;5;;;
190107;0000;4;;;
190108;0000;1;;;
190109;0000;4;;;
190110;0000;3;;;
190111;0000;3;;;
190112;0000;3;;;
190113;0000;3;;;
190114;0000;3;;;
190115;0000;8;;;
190116;0000;4;;;
190117;0000;5;;;
190118;0000;;;5;
190119;0000;;;2;
190120;0000;;;2;
190121;0000;;;3;
190122;0000;9;;;
190123;0000;10;;;
190124;0000;13;;;
190125;0000;14;;;
190126;0000;9;;;
190127;0000;12;;;
190128;0000;10;;;
190129;0000;11;;;
190130;0000;10;;;
190131;0000;13;;;
190201;0000;11;;;
190202;0000;12;;;
190203;0000;11;;;
190204;0000;11;;;
190205;0000;16;;;
190206;0000;28;;;
190207;0000;14;;;
190208;0000;16;;;
190209;0000;14;;;
190210;0000;11;;;
190211;0000;8;;;
190212;0000;9;;;
